name,manufacturer,price,interfaceType,,formFactor,protocol,capacity,capacityGBs,isNVMe,URL
Plextor M8Pe,Plextor,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/6BL7YJ/plextor-m8pe-512gb-m2-2280-solid-state-drive-px-512m8peg
Plextor M8Pe,Plextor,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/BvjWGX/plextor-m8pe-1tb-m2-2280-solid-state-drive-px-1tm8peg
Plextor M8Pe,Plextor,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,128 GB,128,TRUE,https://pcpartpicker.com/product/4gBrxr/plextor-m8pe-128gb-m2-2280-solid-state-drive-px-128m8pegn
OCZ Z-Drive R2 P88,OCZ,N/A,PCIe x8,,PCIe,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/Bfzv6h/ocz-internal-hard-drive-oczssdpxzd2p881t
OCZ Vertex,OCZ,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,30 GB,30,FALSE,https://pcpartpicker.com/product/MGTmP6/ocz-internal-hard-drive-oczssd21vtx30gxxx
Patriot VPR100 RGB,Patriot,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/XNvqqs/patriot-vpr100-rgb-256-gb-m2-2280-nvme-solid-state-drive-vpr100-256gm28h
Angelbird Wings MX2,Angelbird,N/A,PCIe x2,,PCIe,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/pHdrxr/angelbird-wings-mx2-1-tb-pci-e-nvme-solid-state-drive-wmx2-1tb
HP EX900 Plus,HP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/g2JgXL/hp-ex900-plus-256-gb-m2-2280-nvme-solid-state-drive-35m32aaaba
HP FX900,HP,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/RZNxFT/hp-fx900-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-57s53aaabb
Hitachi 0TS1303,Hitachi,N/A,PCIe x8,,PCIe,NVMe,3.2 TB,3200,TRUE,https://pcpartpicker.com/product/7khKHx/hitachi-32-tb-pci-e-nvme-solid-state-drive-0ts1303
Seagate FireCuda 510,Seagate,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,250 GB,250,TRUE,https://pcpartpicker.com/product/NMFKHx/seagate-barracuda-510-250-gb-m2-2280-nvme-solid-state-drive-zp250cm3a001
OCZ Agility 3,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/3LGkcf/ocz-internal-hard-drive-agt325sat3256g
Samsung 860 Evo,Samsung,N/A,mSATA,,mSATA,SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/bfBTwP/samsung-860-evo-500-gb-msata-solid-state-drive-mz-m6e500bw
ADATA ISSS333-001TP,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/97KKHx/adata-isss333-001tp-1-tb-25-solid-state-drive-isss333-001tp
Toshiba Solid State Drive,Toshiba,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/VjTmP6/toshiba-internal-hard-drive-hdts112xzswa
Silicon Power UD70,Silicon Power,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,500 GB,500,TRUE,https://pcpartpicker.com/product/sq6qqs/silicon-power-ud70-500-gb-m2-2280-nvme-solid-state-drive-sp500gbp34ud7005
Intel X25-M Mainstream,Intel,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,80 GB,80,FALSE,https://pcpartpicker.com/product/HVdqqs/intel-internal-hard-drive-ssdsa2m080g2gc
Samsung PM863,Samsung,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/27848d/samsung-pm863-960-gb-25-solid-state-drive-mz-7lm9600
Intel SSDSC2BA400G4P,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,400 GB,400,FALSE,https://pcpartpicker.com/product/zNcRsY/intel-400-gb-25-solid-state-drive-ssdsc2ba400g4p
Intel DC S3520,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/TC6qqs/intel-dc-s3520-960-gb-25-solid-state-drive-ssdsc2bb960g7
ADATA S599,ADATA,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/DqZQzy/a-data-internal-hard-drive-as599s128gmnp
KIOXIA EXCERIA PLUS G2,KIOXIA,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/3ggFf7/kioxia-exceria-plus-g2-2-tb-m2-2280-nvme-solid-state-drive-lrd20z002tg8
SanDisk SSD PLUS,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/THndnQ/sandisk-ssd-plus-960gb-25-solid-state-drive-sdssda-960g-g26
AITC Kingsman KP800,AITC Kingsman,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,8 TB,8000,TRUE,https://pcpartpicker.com/product/GYdG3C/aitc-kingsman-kp800-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aikp800m8tb228
KIOXIA BG5,KIOXIA,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/XqHqqs/kioxia-bg5-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-kbg50znv1t02
Intel 320,Intel,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,80 GB,80,FALSE,https://pcpartpicker.com/product/7v9KHx/intel-internal-hard-drive-ssdsa2cw080g310
Intel DC P4510,Intel,N/A,U.2,,"2.5""",NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/94F48d/intel-dc-p4510-4-tb-25-nvme-solid-state-drive-ssdpe2kx040t801
Crucial M4,Crucial,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/jBBv6h/crucial-internal-hard-drive-ct128m4ssd2cca
OCZ Vertex 3 Series – MAX IOPS Edition,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/4YDwrH/ocz-internal-hard-drive-vtx3mi25sat3120g
Intel PRO 5450S,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/c3L48d/intel-pro-5450s-512-gb-25-solid-state-drive-ssdsc2kf512g8x1
Samsung 840,Samsung,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/NnxfrH/samsung-internal-hard-drive-mz7td120kw
Samsung 840,Samsung,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,250 GB,250,FALSE,https://pcpartpicker.com/product/MnxfrH/samsung-internal-hard-drive-mz7td250kw
Intel DC S4500,Intel,$462.38+,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/JZhKHx/intel-dc-s4500-960-gb-25-solid-state-drive-ssdsc2kb960g701
Nextorage G-Series,Nextorage,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/NXxRsY/nextorage-g-series-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ne1n1tbghnn-sym
PNY XLR8 PRO,PNY,$113.21 ,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/8M9KHx/pny-internal-hard-drive-ssd9sc120gcdarb
SanDisk CloudSpeed Eco Gen. II,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1.92 TB,1920,FALSE,https://pcpartpicker.com/product/j9VD4D/sandisk-cloudspeed-eco-gen-ii-192-tb-25-solid-state-drive-sdlf1crr-019t-1ha1
SanDisk X110,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/G7mLrH/sandisk-internal-hard-drive-sd6sb1m064g1022i
Intel 530,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/hnYXsY/intel-internal-hard-drive-ssdsc2bw120a4k5
Samsung 845DC PRO,Samsung,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,800 GB,800,FALSE,https://pcpartpicker.com/product/nNnG3C/samsung-internal-hard-drive-mz7wd800ew
TEAMGROUP T-Force GE PRO Graphene,TEAMGROUP,N/A,M.2 PCIe 5.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/HQ26Mp/teamgroup-t-force-ge-pro-graphene-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-tm8ffs004t0c129
ADATA XPG GAMMIX S50,ADATA,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/bwqBD3/adata-xpg-gammix-s50-1-tb-m2-2280-nvme-solid-state-drive-agammixs50-1tt-c
KingDian S280,KingDian,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/6Jm323/kingdian-s280-120gb-25-solid-state-drive-s280-smi2256en-120gb
Leven JS600,Leven,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/LjTp99/leven-js600-256-gb-25-solid-state-drive-js600ssd256gb
Mushkin Enhanced ECO,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,2 TB,2000,FALSE,https://pcpartpicker.com/product/3RZ9TW/mushkin-enhanced-eco-2-tb-25-solid-state-drive-mknssden2tb
Patriot Blaze,Patriot,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/kscMnQ/patriot-internal-hard-drive-pb240gs25ssdr
Patriot Blaze,Patriot,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/rXs8TW/patriot-internal-hard-drive-pb60gs25ssdr
HP S700 Pro,HP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/ZsD7YJ/hp-s700-pro-1-tb-25-solid-state-drive-2lu81aaabl
Corsair Force GS,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/7nxfrH/corsair-internal-hard-drive-cssdf128gbgsbk
OCZ Vertex 3 – MAX IOPS Edition,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/cpPfrH/ocz-internal-hard-drive-vtx3mi25sat3240g
TEAMGROUP T-Force Cardea IOPS,TEAMGROUP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/v4nypg/teamgroup-t-force-cardea-iops-1-tb-m2-2280-nvme-solid-state-drive-tm8fpi001t0c322
Corsair Force LX,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/7zbp99/corsair-internal-hard-drive-cssdf128gblx
Seagate Nytro Enterprise,Seagate,$299.00 ,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/VmfhP6/seagate-nytro-enterprise-960-gb-25-solid-state-drive-xa960me10083
Biostar M700,Biostar,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/Fp3mP6/biostar-m700-256-gb-m2-2280-nvme-solid-state-drive-m700-256gb
Seagate BarraCuda 520,Seagate,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2.048 TB,2048,TRUE,https://pcpartpicker.com/product/ZGTZxr/seagate-barracuda-520-2048-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp2048cm3a002
Intel DC S3500,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/KKJtt6/intel-dc-s3500-120-gb-25-solid-state-drive-ssdsc2bb120g4
Intel Pro 7600p,Intel,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/9VVD4D/intel-pro-7600p-1-tb-m2-2280-nvme-solid-state-drive-ssdpekkf010t8x1
Intel 520,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/2fQypg/intel-internal-hard-drive-ssdsc2bw120a301
Intel DC S3500,Intel,$133.00+,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/VjTPxr/intel-dc-s3500-240-gb-25-solid-state-drive-ssdsc2bb240g4k5
Eluktronics TRO-1TB-PRO-X,Eluktronics,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/JNDJ7P/eluktronics-1tb-m2-2280-solid-state-drive-tro-1tb-pro-x
PNY CS3150,PNY,N/A,M.2 PCIe 5.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/XtRwrH/pny-cs3150-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-m280cs3150hs-2tb-rb
ADATA XPG SX850,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/HCndnQ/adata-xpg-sx850-512gb-25-solid-state-drive-ssd-sx850-512g
Micron M600,Micron,N/A,M.2 SATA,,M.2-2280,SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/gGzkcf/micron-m600-256gb-m2-2280-solid-state-drive-mtfddav256mbf-1an12a
ADATA LEGEND 800 GOLD,ADATA,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,500 GB,500,TRUE,https://pcpartpicker.com/product/wdCZxr/adata-legend-800-gold-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sleg-800g-500gcs-s38
Intel DC P4101,Intel,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/MPPKHx/intel-dc-p4101-2-tb-m2-2280-nvme-solid-state-drive-ssdpekka020t801
PNY CS1211,PNY,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/QhgPxr/pny-internal-hard-drive-ssd7cs1211240rb
Mushkin Atlas Vital,Mushkin,$185.99+,M.2 SATA,,M.2-2280,SATA,250 GB,250,FALSE,https://pcpartpicker.com/product/k8M323/mushkin-internal-hard-drive-mknssdav250gbd8
Fastro MS150,Fastro,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/Yw92FT/fastro-ms150-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-ms150512gts
MyDigitalSSD BPX Pro,MyDigitalSSD,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,240 GB,240,TRUE,https://pcpartpicker.com/product/fcndnQ/mydigitalssd-bpx-pro-240-gb-m2-2280-solid-state-drive-mdnvme80-bpxp-0256
Samsung SM843TN,Samsung,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/bsR48d/samsung-internal-hard-drive-mz7wd120hcfv00003
Toshiba Q Series Pro,Toshiba,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/7GK7YJ/toshiba-internal-hard-drive-hdts325xzsta
Intel 530,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,80 GB,80,FALSE,https://pcpartpicker.com/product/LCsKHx/intel-internal-hard-drive-ssdsc2bw080a4k5
ADATA Premier SP610,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/9TvRsY/a-data-internal-hard-drive-asp610ss3256gmc
Samsung XP941,Samsung,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,128 GB,128,TRUE,https://pcpartpicker.com/product/j4XfrH/samsung-internal-hard-drive-mzhpu128hcgm00000
OCZ RevoDrive 350,OCZ,N/A,PCIe x8,,PCIe,NVMe,960 GB,960,TRUE,https://pcpartpicker.com/product/cCBv6h/ocz-internal-hard-drive-rvd350fhpx28960g
SanDisk SD6SB2M-128G-1022I,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/MMR48d/sandisk-internal-hard-drive-sd6sb2m128g1022i
SanDisk X210,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,250 GB,250,FALSE,https://pcpartpicker.com/product/wmYXsY/sandisk-internal-hard-drive-sd6sb2m256g1022i
Toshiba VX500,Toshiba,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/xHWrxr/toshiba-vx500-512gb-25-solid-state-drive-vx500-25sat3-512g
ADATA Premier SP610,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/YJFPxr/a-data-internal-hard-drive-asp610ss3128gmc
HP EX900 Pro,HP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/fVzhP6/hp-ex900-pro-256-gb-m2-2280-nvme-solid-state-drive-9xl75aaaba
Patriot P400,Patriot,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/tsxRsY/patriot-p400-512-gb-m2-2280-nvme-solid-state-drive-p400p512gm28h
Patriot Blast,Patriot,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/BWbkcf/patriot-internal-hard-drive-pbt120gs25ssdbk
ADATA Premier Pro SP600,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,32 GB,32,FALSE,https://pcpartpicker.com/product/6zQypg/a-data-internal-hard-drive-asp600s332gmc
Intel 750,Intel,N/A,PCIe x4,,PCIe,NVMe,800 GB,800,TRUE,https://pcpartpicker.com/product/GDx9TW/intel-internal-hard-drive-ssdpedmw800g4x1
Corsair CSSD-F4000GBMP600PHX,Corsair,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/Q2jBD3/corsair-4-tb-m2-2280-nvme-solid-state-drive-cssd-f4000gbmp600phx
Corsair Neutron,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/9M9KHx/corsair-internal-hard-drive-cssdn128gb3bk
Silicon Power S60 3K P/E,Silicon Power,$84.91+,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/mYcMnQ/silicon-power-internal-hard-drive-sp120gbss3s60s25
Leven JPS850,Leven,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/9XfxFT/leven-jps850-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-jps850-2tb
Mushkin Helix-L,Mushkin,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/NPQKHx/mushkin-helix-l-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-mknssdhl2tb-d8
Klevv NEO N400,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/zsTp99/klevv-neo-n400-240-gb-25-solid-state-drive-k240gssds3-n40
TEAMGROUP T-FORCE G50 PRO,TEAMGROUP,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/Hjhv6h/teamgroup-t-force-g50-pro-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fff512g0c129
TEAMGROUP T-FORCE G70,TEAMGROUP,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/mpRwrH/teamgroup-t-force-g70-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffg002tb0c129
Samsung 470,Samsung,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/d6H323/samsung-internal-hard-drive-mz5pa064bam
Kingston HyperX,Kingston,$199.99+,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/296BD3/kingston-internal-hard-drive-sh100s3120g
Zotac ZTSSD-A4P-120G,Zotac,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/jMcMnQ/zotac-internal-hard-drive-ztssda4p120g
SanDisk X210,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/RbqdnQ/sandisk-internal-hard-drive-sd6sb2m512g1022i
SanDisk X110,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/7qckcf/sandisk-internal-hard-drive-sd6sb1m256g1022i
Mushkin ELEMENT,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,4 TB,4000,FALSE,https://pcpartpicker.com/product/6sJp99/mushkin-element-4-tb-25-solid-state-drive-mknssdel4tb
Crucial V4,Crucial,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/Fhfp99/crucial-internal-hard-drive-ct128v4ssd2baa
TEAMGROUP P30,TEAMGROUP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,480 GB,480,TRUE,https://pcpartpicker.com/product/Vmm323/team-p30-480gb-m2-2280-solid-state-drive-tm8fp2480g0c101
ADATA XPG GAMMIX S41,ADATA,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/nyWzK8/adata-xpg-gammix-s41-256-gb-m2-2280-nvme-solid-state-drive-agammixs41-256g-c
Lexar NM500,Lexar,N/A,M.2 PCIe 3.0 X2,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/yVMwrH/lexar-nm500-256-gb-m2-2280-solid-state-drive-lnm500-256rbna
Lexar NS100,Lexar,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/hKWfrH/lexar-ns100-480-gb-25-solid-state-drive-lns100-480rbna
Fastro MS300,Fastro,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/M6Tp99/fastro-ms300-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ms300512gti
Mushkin PILOT,Mushkin,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,500 GB,500,TRUE,https://pcpartpicker.com/product/z4jJ7P/mushkin-pilot-500gb-m2-2280-solid-state-drive-mknssdpl500gb-d8
HP FX700,HP,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,500 GB,500,TRUE,https://pcpartpicker.com/product/GHDQzy/hp-fx700-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-8u2n1aa
Intel 320,Intel,$199.95+,SATA 3.0 Gb/s,,"2.5""",SATA,300 GB,300,FALSE,https://pcpartpicker.com/product/WrFPxr/intel-internal-hard-drive-ssdsa2cw300g3k5
Axiom Mac Signature III,Axiom,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/2zmLrH/axiom-internal-hard-drive-aplssds3260ax
Axiom Mac Signature III,Axiom,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/dJFPxr/axiom-internal-hard-drive-aplssda32480ax
PNY XLR8 CS3040 w/Heatsink,PNY,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,1 TB,1000,TRUE,https://pcpartpicker.com/product/KGJgXL/pny-xlr8-cs3040-heatsink-1-tb-m2-2280-nvme-solid-state-drive-m280cs3040hs-1tb-rb
Axiom Mac Signature III,Axiom,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/tNJwrH/axiom-internal-hard-drive-aplssds32480ax
ADATA Ultimate SU650,ADATA,N/A,M.2 SATA,,M.2-2280,SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/MchFf7/adata-ultimate-su650-240-gb-m2-2280-sata-solid-state-drive-asu650ns38-240gt-c
Plextor M8VC,Plextor,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/xtPKHx/plextor-m8vc-512-gb-25-solid-state-drive-px-512m8vc
TEAMGROUP MP34Q,TEAMGROUP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/7JqPxr/teamgroup-mp34q-4-tb-m2-2280-nvme-solid-state-drive-tm8fpj4000g0c101
TEAMGROUP T-Force Vulcan,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,250 GB,250,FALSE,https://pcpartpicker.com/product/vpjJ7P/team-t-force-vulcan-250-gb-25-solid-state-drive-t253tv250g3c301
Samsung 845DC EVO,Samsung,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/79xfrH/samsung-internal-hard-drive-mz7ge240ew
G.Skill Phoenix Blade,G.Skill,N/A,PCIe x8,,PCIe,NVMe,480 GB,480,TRUE,https://pcpartpicker.com/product/DZL7YJ/gskill-internal-hard-drive-fmpcx8g2r4480g
Transcend MTS800,Transcend,N/A,M.2 SATA,,M.2-2280,SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/T3fp99/transcend-internal-hard-drive-ts128gmts800
Crucial M500,Crucial,N/A,M.2 SATA,,M.2-2280,SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/MKFPxr/crucial-internal-hard-drive-ct240m500ssd4
Seagate Nytro XM1440,Seagate,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,800 GB,800,TRUE,https://pcpartpicker.com/product/J2hKHx/seagate-nytro-xm1440-800-gb-m2-2280-nvme-solid-state-drive-st800kn0021
Micron 5210 ION,Micron,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,3.84 TB,3840,FALSE,https://pcpartpicker.com/product/JZM48d/micron-5210-ion-384-tb-25-solid-state-drive-mtfddak3t8qde-2av1za
Inland Enterprise,Inland,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/b2BzK8/inland-enterprise-960-gb-25-solid-state-drive-960gb-etpr-ssd
Kingston Q500,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/tvrmP6/kingston-q500-120-gb-25-solid-state-drive-sq500s37120g
