name,Price,manufacturer,Socket,Memory Type,Memory Slots,Form Factor,Memory Max,Chipset,Has Wifi,Color,SATA Ports,M.2 Slots,memoryFormFactor,URL
Asus PRIME A620AM-K,N/A,Asus,AM5,DDR5,2,Micro ATX,128 GB,AMD A620A,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/6Ljv6h/asus-prime-a620am-k-micro-atx-am5-motherboard-prime-a620am-k
ASRock B460M Pro4,N/A,ASRock,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B460,FALSE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/CtbCmG/asrock-b460m-pro4-micro-atx-lga1200-motherboard-b460m-pro4
Biostar B450MHP,N/A,Biostar,AM4,DDR4,2,Micro ATX,64 GB,AMD B450,FALSE,Black / Silver,4,0,DIMM,https://pcpartpicker.com/product/x9jBD3/biostar-b450mhp-micro-atx-am4-motherboard-b450mhp
ASRock B760 Pro RS/D4 WiFi White,N/A,ASRock,LGA1700,DDR4,4,ATX,128 GB,Intel B760,TRUE,White,4,3,DIMM,https://pcpartpicker.com/product/GMzXsY/asrock-b760-pro-rsd4-wifi-white-atx-lga1700-motherboard-b760-pro-rsd4-wifi-white
MSI B250M BAZOOKA,N/A,MSI,LGA1151,DDR4,4,Micro ATX,64 GB,Intel B250,FALSE,Black / Gray,6,1,DIMM,https://pcpartpicker.com/product/CVX2FT/msi-b250m-bazooka-micro-atx-lga1151-motherboard-b250m-bazooka
ASRock Fatal1ty B450 GAMING K4,N/A,ASRock,AM4,DDR4,4,ATX,64 GB,AMD B450,FALSE,Black / Silver,6,2,DIMM,https://pcpartpicker.com/product/Pq97YJ/asrock-fatal1ty-b450-gaming-k4-atx-am4-motherboard-b450-gaming-k4
Asus PRIME B450M-A/CSM,N/A,Asus,AM4,DDR4,4,Micro ATX,64 GB,AMD B450,FALSE,Black / Silver,6,1,DIMM,https://pcpartpicker.com/product/wW66Mp/asus-prime-b450m-acsm-micro-atx-am4-motherboard-prime-b450m-acsm
Gigabyte Z790 EAGLE,$301.04 ,Gigabyte,LGA1700,DDR5,4,ATX,256 GB,Intel Z790,FALSE,Gray / Black,4,3,DIMM,https://pcpartpicker.com/product/ZYzXsY/gigabyte-z790-eagle-atx-lga1700-motherboard-z790-eagle
ASRock A620M-HDV/M.2+,$246.12 ,ASRock,AM5,DDR5,2,Micro ATX,96 GB,AMD A620,FALSE,Gray / Black,4,3,DIMM,https://pcpartpicker.com/product/bHBzK8/asrock-a620m-hdvm2-micro-atx-am5-motherboard-a620m-hdvm2
Gigabyte B550 GAMING X,N/A,Gigabyte,AM4,DDR4,4,ATX,128 GB,AMD B550,FALSE,Black / Silver,4,2,DIMM,https://pcpartpicker.com/product/R6VG3C/gigabyte-b550-gaming-x-atx-am4-motherboard-b550-gaming-x
Gigabyte X570 AORUS ULTRA,N/A,Gigabyte,AM4,DDR4,4,ATX,128 GB,AMD X570,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/YTWBD3/gigabyte-x570-aorus-ultra-atx-am4-motherboard-x570-aorus-ultra
MSI MAG B365M MORTAR,N/A,MSI,LGA1151,DDR4,4,Micro ATX,64 GB,Intel B365,FALSE,Black,6,1,DIMM,https://pcpartpicker.com/product/w4CFf7/msi-mag-b365m-mortar-micro-atx-lga1151-motherboard-mag-b365m-mortar
Gigabyte A520M K,N/A,Gigabyte,AM4,DDR4,2,Micro ATX,64 GB,AMD A520,FALSE,Brown / Black,4,1,DIMM,https://pcpartpicker.com/product/CsRYcf/gigabyte-a520m-k-micro-atx-am4-motherboard-a520m-k
MSI MAG B460M MORTAR WIFI,N/A,MSI,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B460,TRUE,Silver / Black,6,2,DIMM,https://pcpartpicker.com/product/hR3mP6/msi-mag-b460m-mortar-wifi-micro-atx-lga1200-motherboard-mag-b460m-mortar-wifi
Gigabyte B560M DS3H V2,N/A,Gigabyte,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B560,FALSE,Black,6,2,DIMM,https://pcpartpicker.com/product/CmvdnQ/gigabyte-b560m-ds3h-v2-micro-atx-lga1200-motherboard-b560m-ds3h-v2
Gigabyte Z790M AORUS ELITE AX,N/A,Gigabyte,LGA1700,DDR5,4,Micro ATX,256 GB,Intel Z790,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/pkkWGX/gigabyte-z790m-aorus-elite-ax-micro-atx-lga1700-motherboard-z790m-aorus-elite-ax
Asus PRIME H610M-A D4,N/A,Asus,LGA1700,DDR4,2,Micro ATX,64 GB,Intel H610,FALSE,Silver / Black,4,3,DIMM,https://pcpartpicker.com/product/Dft9TW/asus-prime-h610m-a-d4-micro-atx-lga1700-motherboard-prime-h610m-a-d4
MSI MPG Z490 GAMING CARBON WIFI,N/A,MSI,LGA1200,DDR4,4,ATX,128 GB,Intel Z490,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/TYtKHx/msi-mpg-z490-gaming-carbon-wifi-atx-lga1200-motherboard-mpg-z490-gaming-carbon-wifi
Gigabyte GA-Z170X-Gaming 7,N/A,Gigabyte,LGA1151,DDR4,4,ATX,64 GB,Intel Z170,FALSE,Black / Red,6,2,DIMM,https://pcpartpicker.com/product/bzNypg/gigabyte-motherboard-gaz170xgaming7
ASRock B760 Pro RS WiFi White,N/A,ASRock,LGA1700,DDR5,4,ATX,192 GB,Intel B760,TRUE,White,4,4,DIMM,https://pcpartpicker.com/product/N7tLrH/asrock-b760-pro-rs-wifi-white-atx-lga1700-motherboard-b760-pro-rs-wifi-white
Gigabyte Z790I AORUS ULTRA,$545.00+,Gigabyte,LGA1700,DDR5,2,Mini ITX,128 GB,Intel Z790,TRUE,Silver / Black,2,2,DIMM,https://pcpartpicker.com/product/bcTZxr/gigabyte-z790i-aorus-ultra-mini-itx-lga1700-motherboard-z790i-aorus-ultra
Gigabyte H810M H,$144.34 ,Gigabyte,LGA1851,DDR5,2,Micro ATX,128 GB,Intel H810,FALSE,Gray / Black,4,1,DIMM,https://pcpartpicker.com/product/b9G2FT/gigabyte-h810m-h-micro-atx-lga1851-motherboard-h810m-h
Supermicro X11SCL-LN4F,$349.99 ,Supermicro,LGA1151,DDR4,4,Micro ATX,128 GB,Intel C242,FALSE,Green,6,1,DIMM,https://pcpartpicker.com/product/HkhmP6/supermicro-x11scl-ln4f-micro-atx-lga1151-motherboard-mbd-x11scl-ln4f-o
Asus CROSSHAIR VI HERO,N/A,Asus,AM4,DDR4,4,ATX,128 GB,AMD X370,FALSE,Black,8,1,DIMM,https://pcpartpicker.com/product/gj7CmG/asus-crosshair-vi-hero-atx-am4-motherboard-crosshair-vi-hero
MSI PRO Z790-A WIFI DDR4,$209.99 ,MSI,LGA1700,DDR4,4,ATX,128 GB,Intel Z790,TRUE,Black / Silver,6,5,DIMM,https://pcpartpicker.com/product/xNKKHx/msi-pro-z790-a-wifi-ddr4-atx-lga1700-motherboard-pro-z790-a-wifi-ddr4
Asus PRIME H410M-K,$129.99 ,Asus,LGA1200,DDR4,2,Micro ATX,64 GB,Intel H410,FALSE,Black,4,0,DIMM,https://pcpartpicker.com/product/KjDkcf/asus-prime-h410m-k-micro-atx-lga1200-motherboard-prime-h410m-k
Gigabyte A520M DS3H,$123.71+,Gigabyte,AM4,DDR4,4,Micro ATX,128 GB,AMD A520,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/7R7p99/gigabyte-a520m-ds3h-micro-atx-am4-motherboard-ga-a520m-ds3h
Asus ROG Crosshair VIII Extreme,N/A,Asus,AM4,DDR4,4,EATX,128 GB,AMD X570,TRUE,Black,6,5,DIMM,https://pcpartpicker.com/product/qKNxFT/asus-rog-crosshair-viii-extreme-eatx-am4-motherboard-rog-crosshair-viii-extreme
MSI B450M BAZOOKA,N/A,MSI,AM4,DDR4,4,Micro ATX,64 GB,AMD B450,FALSE,Black / Silver,4,1,DIMM,https://pcpartpicker.com/product/pcF48d/msi-b450m-bazooka-micro-atx-am4-motherboard-b450m-bazooka
MSI MEG Z690 ACE,$613.99 ,MSI,LGA1700,DDR5,4,EATX,192 GB,Intel Z690,TRUE,Black / Gold,6,6,DIMM,https://pcpartpicker.com/product/RkRYcf/msi-meg-z690-ace-eatx-lga1700-motherboard-meg-z690-ace
ASRock X299 Steel Legend,$199.99 ,ASRock,LGA2066,DDR4,8,ATX,256 GB,Intel X299,FALSE,Silver / Black,8,3,DIMM,https://pcpartpicker.com/product/kDjNnQ/asrock-x299-steel-legend-atx-lga2066-motherboard-x299-steel-legend
Gigabyte Z370 HD3 (rev. 1.0),N/A,Gigabyte,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,FALSE,Black / Gray,6,1,DIMM,https://pcpartpicker.com/product/ffYWGX/gigabyte-z370-hd3-rev-10-atx-lga1151-motherboard-z370-hd3-rev-10
MSI B450M MORTAR,N/A,MSI,AM4,DDR4,4,Micro ATX,64 GB,AMD B450,FALSE,Black,4,2,DIMM,https://pcpartpicker.com/product/FZvbt6/msi-b450m-mortar-atx-am4-motherboard-b450m-mortar
MSI MEG Z390 ACE,N/A,MSI,LGA1151,DDR4,4,ATX,128 GB,Intel Z390,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/FgyV3C/msi-meg-z390-ace-atx-lga1151-motherboard-meg-z390-ace
MSI MPG Z390M GAMING EDGE AC,N/A,MSI,LGA1151,DDR4,4,Micro ATX,128 GB,Intel Z390,TRUE,Black / Silver,4,2,DIMM,https://pcpartpicker.com/product/BJWfrH/msi-mpg-z390m-gaming-edge-ac-micro-atx-lga1151-motherboard-mpg-z390m-gaming-edge-ac
Asus Prime TRX40-Pro,N/A,Asus,sTRX4,DDR4,8,ATX,256 GB,AMD TRX40,FALSE,Black / White,8,4,DIMM,https://pcpartpicker.com/product/yM3mP6/asus-prime-trx40-pro-atx-strx4-motherboard-prime-trx40-pro
Asus PRIME H610M-K D4-ARGB,N/A,Asus,LGA1700,DDR4,2,Micro ATX,64 GB,Intel H610,FALSE,Black / Silver,4,1,DIMM,https://pcpartpicker.com/product/7dcgXL/asus-prime-h610m-k-d4-argb-micro-atx-lga1700-motherboard-prime-h610m-k-d4-argb
Gigabyte Z790 UD AX,$319.89+,Gigabyte,LGA1700,DDR5,4,ATX,256 GB,Intel Z790,TRUE,Black,6,3,DIMM,https://pcpartpicker.com/product/xXxRsY/gigabyte-z790-ud-ax-atx-lga1700-motherboard-z790-ud-ax
MSI B450M BAZOOKA V2,N/A,MSI,AM4,DDR4,4,Micro ATX,64 GB,AMD B450,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/XXKcCJ/msi-b450m-bazooka-v2-micro-atx-am4-motherboard-b450m-bazooka-v2
Gigabyte MW50-SV0,N/A,Gigabyte,LGA2011-3,DDR4,8,ATX,256 GB,Intel C612,FALSE,Blue / Black,13,0,DIMM,https://pcpartpicker.com/product/FhPzK8/gigabyte-mw50-sv0-atx-lga2011-3-motherboard-mw50-sv0
ASRock B860M-H2,$119.99 ,ASRock,LGA1851,DDR5,2,Micro ATX,128 GB,Intel B860,FALSE,Black / Silver,4,3,DIMM,https://pcpartpicker.com/product/C6sMnQ/asrock-b860m-h2-micro-atx-lga1851-motherboard-b860m-h2
Asus TUF GAMING B760M-PLUS D4,$277.46 ,Asus,LGA1700,DDR4,4,Micro ATX,128 GB,Intel B760,FALSE,Black / Orange,4,2,DIMM,https://pcpartpicker.com/product/bbnypg/asus-tuf-gaming-b760m-plus-d4-micro-atx-lga1700-motherboard-tuf-gaming-b760m-plus-d4
Asus PRIME A320M-A,N/A,Asus,AM4,DDR4,4,Micro ATX,64 GB,AMD A320,FALSE,Black / Gray,4,1,DIMM,https://pcpartpicker.com/product/3XCrxr/asus-prime-a320m-a-micro-atx-am4-motherboard-prime-a320m-a
ASRock A320M,N/A,ASRock,AM4,DDR4,2,Micro ATX,32 GB,AMD A320,FALSE,Black / Silver,4,1,DIMM,https://pcpartpicker.com/product/XMhj4D/asrock-a320m-micro-atx-am4-motherboard-a320m
MSI B360 GAMING PLUS,N/A,MSI,LGA1151,DDR4,4,ATX,64 GB,Intel B360,FALSE,Black / Red,5,1,DIMM,https://pcpartpicker.com/product/M3m323/msi-b360-gaming-plus-atx-lga1151-motherboard-b360-gaming-plus
MSI MPG Z590 GAMING EDGE WIFI,N/A,MSI,LGA1200,DDR4,4,ATX,128 GB,Intel Z590,TRUE,Black,6,3,DIMM,https://pcpartpicker.com/product/qWD7YJ/msi-mpg-z590-gaming-edge-wifi-atx-lga1200-motherboard-mpg-z590-gaming-edge-wifi
ASRock A620AM Pro RS,N/A,ASRock,AM5,DDR5,4,Micro ATX,256 GB,AMD A620A,FALSE,Silver / Black,2,3,DIMM,https://pcpartpicker.com/product/WHQwrH/asrock-a620am-pro-rs-micro-atx-am5-motherboard-a620am-pro-rs
Asus PRIME A520M-E,$159.90 ,Asus,AM4,DDR4,2,Micro ATX,64 GB,AMD A520,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/fvXYcf/asus-prime-a520m-e-micro-atx-am4-motherboard-prime-a520m-e
Gigabyte B460M DS3H,N/A,Gigabyte,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B460,FALSE,Black / Silver,6,1,DIMM,https://pcpartpicker.com/product/pCvqqs/gigabyte-b460m-ds3h-micro-atx-lga1200-motherboard-b460m-ds3h
ASRock B650E STEEL LEGEND WIFI,N/A,ASRock,AM5,DDR5,4,ATX,256 GB,AMD B650E,TRUE,Black / Silver,2,4,DIMM,https://pcpartpicker.com/product/YQt9TW/asrock-b650e-steel-legend-wifi-atx-am5-motherboard-b650e-steel-legend-wifi
ASRock X299E-ITX/ac,$485.40 ,ASRock,LGA2066,DDR4,4,Mini ITX,128 GB,Intel X299,TRUE,Black,6,3,DIMM,https://pcpartpicker.com/product/9FWrxr/asrock-x299e-itxac-mini-itx-lga2066-motherboard-x299e-itxac
ASRock Z790 PG-ITX/TB4,N/A,ASRock,LGA1700,DDR5,2,Mini ITX,128 GB,Intel Z790,TRUE,Black,3,4,DIMM,https://pcpartpicker.com/product/CKWzK8/asrock-z790-pg-itxtb4-mini-itx-lga1700-motherboard-z790-pg-itxtb4
Gigabyte B560 HD3,N/A,Gigabyte,LGA1200,DDR4,4,ATX,128 GB,Intel B560,FALSE,Black / Gray,6,2,DIMM,https://pcpartpicker.com/product/JVH7YJ/gigabyte-b560-hd3-atx-lga1200-motherboard-b560-hd3
Gigabyte GA-B85M-D3H,N/A,Gigabyte,LGA1150,DDR3,4,Micro ATX,32 GB,Intel B85,FALSE,Black / Gray,4,0,DIMM,https://pcpartpicker.com/product/WVjG3C/gigabyte-motherboard-gab85md3h
Asus TUF B360M-PLUS GAMING,N/A,Asus,LGA1151,DDR4,4,Micro ATX,64 GB,Intel B360,FALSE,Silver / Orange,6,2,DIMM,https://pcpartpicker.com/product/H4BTwP/asus-tuf-b360m-plus-gaming-micro-atx-lga1151-motherboard-b360m-plus-gaming
Asus PRIME B860-PLUS WIFI-CSM,$179.99 ,Asus,LGA1851,DDR5,4,ATX,256 GB,Intel B860,TRUE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/yxG2FT/asus-prime-b860-plus-wifi-csm-atx-lga1851-motherboard-prime-b860-plus-wifi-csm
MSI MPG Z790 EDGE WIFI DDR4,N/A,MSI,LGA1700,DDR4,4,ATX,128 GB,Intel Z790,TRUE,Silver / Black,7,6,DIMM,https://pcpartpicker.com/product/4jwypg/msi-mpg-z790-edge-wifi-ddr4-atx-lga1700-motherboard-mpg-z790-edge-wifi-ddr4
MSI MPG Z690 FORCE WIFI,$637.66+,MSI,LGA1700,DDR5,4,ATX,192 GB,Intel Z690,TRUE,Silver / Black,6,6,DIMM,https://pcpartpicker.com/product/JLjBD3/msi-mpg-z690-force-wifi-atx-lga1700-motherboard-mpg-z690-force-wifi
Gigabyte B760M GAMING WIFI PLUS,N/A,Gigabyte,LGA1700,DDR5,2,Micro ATX,96 GB,Intel B760,TRUE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/wLBzK8/gigabyte-b760m-gaming-wifi-plus-micro-atx-lga1700-motherboard-b760m-gaming-wifi-plus
Asus PRIME B760M-A WIFI,N/A,Asus,LGA1700,DDR5,4,Micro ATX,192 GB,Intel B760,TRUE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/n9QwrH/asus-prime-b760m-a-wifi-micro-atx-lga1700-motherboard-prime-b760m-a-wifi
ASRock X79 Extreme7,$302.57 ,ASRock,LGA2011,DDR3,6,ATX,48 GB,Intel X79,FALSE,Black / Silver,1,0,DIMM,https://pcpartpicker.com/product/Pz3RsY/asrock-motherboard-x79extreme7
Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),N/A,Gigabyte,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/vc38TW/gigabyte-z370-aorus-gaming-5-rev-10-atx-lga1151-motherboard-z370-aorus-gaming-5-rev-10
Asus PROART B760-CREATOR D4,$433.17+,Asus,LGA1700,DDR4,4,ATX,128 GB,Intel B760,FALSE,Black / Copper,4,4,DIMM,https://pcpartpicker.com/product/TLVmP6/asus-proart-b760-creator-d4-atx-lga1700-motherboard-proart-b760-creator-d4
Asus ROG STRIX X470-I GAMING,N/A,Asus,AM4,DDR4,2,Mini ITX,32 GB,AMD X470,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/Z922FT/asus-strix-x470-i-gaming-mini-itx-am4-motherboard-strix-x470-i-gaming
Asus PRIME H410M-E,N/A,Asus,LGA1200,DDR4,2,Micro ATX,64 GB,Intel H410,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/qvtKHx/asus-prime-h410m-e-micro-atx-lga1200-motherboard-prime-h410m-e
Gigabyte Z490 AORUS ELITE AC,$370.00+,Gigabyte,LGA1200,DDR4,4,ATX,128 GB,Intel Z490,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/DZPgXL/gigabyte-z490-aorus-elite-ac-atx-lga1200-motherboard-z490-aorus-elite-ac
Asus TUF GAMING H770-PRO WIFI,$392.84 ,Asus,LGA1700,DDR5,4,ATX,192 GB,Intel H770,TRUE,Black,4,4,DIMM,https://pcpartpicker.com/product/NgTp99/asus-tuf-gaming-h770-pro-wifi-atx-lga1700-motherboard-tuf-gaming-h770-pro-wifi
Asus A620M-F GAMING WIFI,N/A,Asus,AM5,DDR5,2,Micro ATX,128 GB,AMD A620,TRUE,Black,0,2,DIMM,https://pcpartpicker.com/product/p9BFf7/asus-a620m-f-gaming-wifi-micro-atx-am5-motherboard-a620m-f-gaming-wifi
MSI B460M-A PRO,N/A,MSI,LGA1200,DDR4,2,Micro ATX,64 GB,Intel B460,FALSE,Black,6,1,DIMM,https://pcpartpicker.com/product/WMNgXL/msi-b460m-a-pro-micro-atx-lga1200-motherboard-b460m-a-pro
Gigabyte B550 AORUS ELITE AX,N/A,Gigabyte,AM4,DDR4,4,ATX,128 GB,AMD B550,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/V6GnTW/gigabyte-b550-aorus-elite-ax-atx-am4-motherboard-b550-aorus-elite-ax
MSI B760M BOMBER WIFI,N/A,MSI,LGA1700,DDR5,2,Micro ATX,128 GB,Intel B760,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/GNNscf/msi-b760m-bomber-wifi-micro-atx-lga1700-motherboard-b760m-bomber-wifi
MSI Big Bang-Marshal (B3),N/A,MSI,LGA1155,DDR3,4,XL ATX,32 GB,Intel P67,FALSE,Black / Blue,4,0,DIMM,https://pcpartpicker.com/product/vjrG3C/msi-motherboard-bigbangmarshalb3
Gigabyte B550 AORUS MASTER,N/A,Gigabyte,AM4,DDR4,4,ATX,128 GB,AMD B550,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/QN7p99/gigabyte-b550-aorus-master-atx-am4-motherboard-b550-aorus-master
ASRock B660M-ITX/ac,N/A,ASRock,LGA1700,DDR4,2,Mini ITX,64 GB,Intel B660,TRUE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/fxC48d/asrock-b660m-itxac-mini-itx-lga1700-motherboard-b660m-itxac
ASRock X670E Taichi,N/A,ASRock,AM5,DDR5,4,EATX,256 GB,AMD X670E,TRUE,Black,8,5,DIMM,https://pcpartpicker.com/product/cm6p99/asrock-x670e-taichi-eatx-am5-motherboard-x670e-taichi
Asus ROG STRIX Z490-F GAMING,N/A,Asus,LGA1200,DDR4,4,ATX,128 GB,Intel Z490,FALSE,Black,6,3,DIMM,https://pcpartpicker.com/product/MRhmP6/asus-rog-strix-z490-f-gaming-atx-lga1200-motherboard-rog-strix-z490-f-gaming
Intel DG41TX,N/A,Intel,LGA775,DDR3,2,Micro ATX,4 GB,Intel G41,FALSE,Green / Blue,0,0,DIMM,https://pcpartpicker.com/product/XktCmG/intel-motherboard-boxdg41tx
Asus ProArt B760-CREATOR WIFI,N/A,Asus,LGA1700,DDR5,4,ATX,192 GB,Intel B760,TRUE,Black,4,3,DIMM,https://pcpartpicker.com/product/rQGhP6/asus-proart-b760-creator-wifi-atx-lga1700-motherboard-proart-b760-creator-wifi
MSI MEG Z690 UNIFY,$465.00 ,MSI,LGA1700,DDR5,4,ATX,192 GB,Intel Z690,TRUE,Black / Silver,6,6,DIMM,https://pcpartpicker.com/product/dk8bt6/msi-meg-z690-unify-atx-lga1700-motherboard-meg-z690-unify
Asus PRIME H310-PLUS,N/A,Asus,LGA1151,DDR4,2,ATX,32 GB,Intel H310,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/kWprxr/asus-prime-h310-plus-atx-lga1151-motherboard-prime-h310-plus
ASRock X570D4U-2L2T,$419.00 ,ASRock,AM4,DDR4,4,Micro ATX,128 GB,AMD X570,FALSE,Green / Silver,8,2,DIMM,https://pcpartpicker.com/product/fBK2FT/asrock-x570d4u-2l2t-micro-atx-am4-motherboard-x570d4u-2l2t
MSI MPG B550I GAMING EDGE MAX WIFI,N/A,MSI,AM4,DDR4,2,Mini ITX,64 GB,AMD B550,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/BCddnQ/msi-mpg-b550i-gaming-edge-max-wifi-mini-itx-am4-motherboard-mpg-b550i-gaming-edge-max-wifi
ASRock B860M LiveMixer WiFi,$159.99 ,ASRock,LGA1851,DDR5,4,Micro ATX,256 GB,Intel B860,TRUE,Silver / Black,4,4,DIMM,https://pcpartpicker.com/product/GLJBD3/asrock-b860m-livemixer-wifi-micro-atx-lga1851-motherboard-b860m-livemixer-wifi
ASRock Phantom Gaming Z890 Nova WiFi,$332.62+,ASRock,LGA1851,DDR5,4,ATX,256 GB,Intel Z890,TRUE,Black,4,7,DIMM,https://pcpartpicker.com/product/4jP8TW/asrock-phantom-gaming-z890-nova-wifi-atx-lga1851-motherboard-z890-nova-wifi
MSI X99A XPOWER GAMING TITANIUM,N/A,MSI,LGA2011-3,DDR4,8,EATX,128 GB,Intel X99,TRUE,White / Black,10,1,DIMM,https://pcpartpicker.com/product/HxH48d/msi-x99a-xpower-gaming-titanium-eatx-lga2011-3-motherboard-x99a-xpower-gaming-titanium
MSI B850MPOWER,$199.99 ,MSI,AM5,DDR5,2,Micro ATX,128 GB,AMD B850,TRUE,Black / Yellow,2,4,DIMM,https://pcpartpicker.com/product/xmBFf7/msi-b850mpower-micro-atx-am5-motherboard-b850mpower
Asus PRIME X670-P,N/A,Asus,AM5,DDR5,4,ATX,192 GB,AMD X670,FALSE,Silver / Black,6,4,DIMM,https://pcpartpicker.com/product/RMLFf7/asus-prime-x670-p-atx-am5-motherboard-prime-x670-p
Asus PRIME A620M-A-CSM,$218.00 ,Asus,AM5,DDR5,4,Micro ATX,192 GB,AMD A620,FALSE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/zn7scf/asus-prime-a620m-a-csm-micro-atx-am5-motherboard-prime-a620m-a-csm
Asus PRIME B760M-A AX D4,$185.51+,Asus,LGA1700,DDR4,4,Micro ATX,128 GB,Intel B760,TRUE,Silver / Black,6,2,DIMM,https://pcpartpicker.com/product/jz8bt6/asus-prime-b760m-a-ax-d4-micro-atx-lga1700-motherboard-prime-b760m-a-ax-d4
Gigabyte Z690 UD DDR4,N/A,Gigabyte,LGA1700,DDR4,4,ATX,128 GB,Intel Z690,FALSE,Black,6,3,DIMM,https://pcpartpicker.com/product/Z3ddnQ/gigabyte-z690-ud-ddr4-atx-lga1700-motherboard-z690-ud-ddr4
Gigabyte H610M D3W DDR4,$124.01+,Gigabyte,LGA1700,DDR4,2,Micro ATX,64 GB,Intel H610,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/jGsV3C/gigabyte-h610m-d3w-ddr4-micro-atx-lga1700-motherboard-h610m-d3w-ddr4
MSI Z270 PC MATE,$320.99 ,MSI,LGA1151,DDR4,4,ATX,64 GB,Intel Z270,FALSE,Black / Silver,6,2,DIMM,https://pcpartpicker.com/product/QrPzK8/msi-z270-pc-mate-atx-lga1151-motherboard-z270-pc-mate
MSI Z270 CAMO SQUAD,N/A,MSI,LGA1151,DDR4,4,ATX,64 GB,Intel Z270,FALSE,Black / Beige,6,0,DIMM,https://pcpartpicker.com/product/MqJkcf/msi-z270-camo-squad-atx-lga1151-motherboard-z270-camo-squad
Asus ROG STRIX Z390-H GAMING,N/A,Asus,LGA1151,DDR4,4,ATX,128 GB,Intel Z390,FALSE,Black / Red,6,2,DIMM,https://pcpartpicker.com/product/BvQG3C/asus-rog-strix-z390-h-gaming-atx-lga1151-motherboard-rog-strix-z390-h-gaming
Asus ROG STRIX B365-F GAMING,N/A,Asus,LGA1151,DDR4,4,ATX,64 GB,Intel B365,FALSE,N/A,6,3,DIMM,https://pcpartpicker.com/product/BP3mP6/asus-rog-strix-b365-f-gaming-atx-lga1151-motherboard-rog-strix-b365-f-gaming
Gigabyte B450M H,N/A,Gigabyte,AM4,DDR4,2,Micro ATX,32 GB,AMD B450,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/jRyqqs/gigabyte-b450m-h-micro-atx-am4-motherboard-b450m-h
MSI MPG Z590 GAMING CARBON WIFI,N/A,MSI,LGA1200,DDR4,4,ATX,128 GB,Intel Z590,TRUE,Black,6,3,DIMM,https://pcpartpicker.com/product/w8YmP6/msi-mpg-z590-gaming-carbon-wifi-atx-lga1200-motherboard-mpg-z590-gaming-carbon-wifi
Gigabyte GA-H110M-S2H,N/A,Gigabyte,LGA1151,DDR4,2,Micro ATX,32 GB,Intel H110,FALSE,Black,4,0,DIMM,https://pcpartpicker.com/product/8QPzK8/gigabyte-ga-h110m-s2h-micro-atx-lga1151-motherboard-ga-h110m-s2h
MSI MEG Z390 GODLIKE,N/A,MSI,LGA1151,DDR4,4,EATX,128 GB,Intel Z390,TRUE,Black,6,3,DIMM,https://pcpartpicker.com/product/gtyV3C/msi-meg-z390-godlike-eatx-lga1151-motherboard-meg-z390-godlike
Gigabyte B760M AORUS ELITE X AX,N/A,Gigabyte,LGA1700,DDR5,4,Micro ATX,192 GB,Intel B760,TRUE,White / Silver,4,2,DIMM,https://pcpartpicker.com/product/YhdG3C/gigabyte-b760m-aorus-elite-x-ax-micro-atx-lga1700-motherboard-b760m-aorus-elite-x-ax
ASRock AB350 Gaming-ITX/ac,N/A,ASRock,AM4,DDR4,2,Mini ITX,32 GB,AMD B350,TRUE,Black / Red,4,1,DIMM,https://pcpartpicker.com/product/nG98TW/asrock-ab350-gaming-itxac-mini-itx-am4-motherboard-ab350-gaming-itxac
