name,Price,manufacturer,Socket,Memory Type,Memory Slots,Form Factor,Memory Max,Chipset,Has Wifi,Color,SATA Ports,M.2 Slots,memoryFormFactor,URL
MSI MEG X570S ACE MAX,N/A,MSI,AM4,DDR4,4,ATX,128 GB,AMD X570,TRUE,Black,8,5,DIMM,https://pcpartpicker.com/product/8GVmP6/msi-meg-x570s-ace-max-atx-am4-motherboard-meg-x570s-ace-max
Asus Z97-A,N/A,Asus,LGA1150,DDR3,4,ATX,32 GB,Intel Z97,FALSE,Black / Gold,6,1,DIMM,https://pcpartpicker.com/product/NTdqqs/asus-motherboard-z97a
ASRock X370 Taichi,N/A,ASRock,AM4,DDR4,4,ATX,64 GB,AMD X370,TRUE,Black / White,10,2,DIMM,https://pcpartpicker.com/product/fZKhP6/asrock-x370-taichi-atx-am4-motherboard-x370-taichi
Asus ROG MAXIMUS X HERO,N/A,Asus,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,FALSE,Black,6,2,DIMM,https://pcpartpicker.com/product/PZ8j4D/asus-rog-maximus-x-hero-atx-lga1151-motherboard-rog-maximus-x-hero
Asus EX-A320M-GAMING,N/A,Asus,AM4,DDR4,4,Micro ATX,64 GB,AMD A320,FALSE,Red / Black,4,1,DIMM,https://pcpartpicker.com/product/cDrmP6/asus-ex-a320m-gaming-micro-atx-am4-motherboard-ex-a320m-gaming
Gigabyte X299X AORUS MASTER,N/A,Gigabyte,LGA2066,DDR4,8,EATX,256 GB,Intel X299,TRUE,Black / Orange,8,3,DIMM,https://pcpartpicker.com/product/7tWBD3/gigabyte-x299x-aorus-master-eatx-lga2066-motherboard-x299x-aorus-master
ASRock B460M Pro4/ac,N/A,ASRock,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B460,TRUE,Silver / Black,6,3,DIMM,https://pcpartpicker.com/product/3XfnTW/asrock-b460m-pro4ac-micro-atx-lga1200-motherboard-b460m-pro4ac
ASRock Z890 Taichi OCF,$399.99 ,ASRock,LGA1851,DDR5,2,ATX,128 GB,Intel Z890,TRUE,Black / Gold,4,7,DIMM,https://pcpartpicker.com/product/br26Mp/asrock-z890-taichi-ocf-atx-lga1851-motherboard-z890-taichi-ocf
MSI PRO B860-P,$237.42+,MSI,LGA1851,DDR5,4,ATX,256 GB,Intel B860,FALSE,Silver / Black,4,3,DIMM,https://pcpartpicker.com/product/byXMnQ/msi-pro-b860-p-atx-lga1851-motherboard-pro-b860-p
Biostar A620MS,N/A,Biostar,AM5,DDR5,2,Micro ATX,96 GB,AMD A620,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/mXtLrH/biostar-a620ms-micro-atx-am5-motherboard-a620ms
ASRock P43DE3,$74.12 ,ASRock,LGA775,DDR3,4,ATX,16 GB,Intel P43,FALSE,Black / Blue,0,0,DIMM,https://pcpartpicker.com/product/jB3RsY/asrock-motherboard-p43de3
Gigabyte B760 DS3H AC,N/A,Gigabyte,LGA1700,DDR5,4,ATX,192 GB,Intel B760,TRUE,Gray / Black,4,2,DIMM,https://pcpartpicker.com/product/96FmP6/gigabyte-b760-ds3h-ac-atx-lga1700-motherboard-b760-ds3h-ac
Gigabyte GA-B75M-D3H,N/A,Gigabyte,LGA1155,DDR3,4,Micro ATX,32 GB,Intel B75,FALSE,Blue / White,1,0,DIMM,https://pcpartpicker.com/product/RGQypg/gigabyte-motherboard-gab75md3h
Asus H81M-K,N/A,Asus,LGA1150,DDR3,2,Micro ATX,16 GB,Intel H81,FALSE,N/A,2,0,DIMM,https://pcpartpicker.com/product/WMLypg/asus-motherboard-h81mk
Asus ROG Crosshair VII Hero (Wi-Fi),N/A,Asus,AM4,DDR4,4,ATX,64 GB,AMD X470,TRUE,Black,6,2,DIMM,https://pcpartpicker.com/product/bvdxFT/asus-rog-crosshair-vii-hero-wi-fi-atx-am4-motherboard-crosshair-vii-hero-wi-fi
Asus PRIME B650M-A II,N/A,Asus,AM5,DDR5,4,Micro ATX,192 GB,AMD B650,FALSE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/Xb88TW/asus-prime-b650m-a-ii-micro-atx-am5-motherboard-prime-b650m-a-ii
MAXSUN H610M 666 WIFI6 ARGB,N/A,MAXSUN,LGA1700,DDR4,2,Micro ATX,64 GB,Intel H610,FALSE,Black / Blue,4,1,DIMM,https://pcpartpicker.com/product/Rn7MnQ/maxsun-h610m-666-wifi6-argb-micro-atx-lga1700-motherboard-ms-h610m-666-wifi6-argb
ASRock Z690 Pro RS,N/A,ASRock,LGA1700,DDR4,4,ATX,128 GB,Intel Z690,FALSE,Silver / Black,8,4,DIMM,https://pcpartpicker.com/product/3pNxFT/asrock-z690-pro-rs-atx-lga1700-motherboard-z690-pro-rs
Asus TUF GAMING B860M-PLUS,$286.86 ,Asus,LGA1851,DDR5,4,Micro ATX,256 GB,Intel B860,TRUE,Black / Silver,4,3,DIMM,https://pcpartpicker.com/product/H4qNnQ/asus-tuf-gaming-b860m-plus-micro-atx-lga1851-motherboard-tuf-gaming-b860m-plus
Gigabyte GA-Z97X-UD3H,$290.99 ,Gigabyte,LGA1150,DDR3,4,ATX,32 GB,Intel Z97,FALSE,Black / Gold,6,1,DIMM,https://pcpartpicker.com/product/39h9TW/gigabyte-motherboard-gaz97xud3h
Asus TUF GAMING B450M-PRO II,N/A,Asus,AM4,DDR4,4,Micro ATX,128 GB,AMD B450,FALSE,Black / Yellow,6,2,DIMM,https://pcpartpicker.com/product/8rV2FT/asus-tuf-gaming-b450m-pro-ii-micro-atx-am4-motherboard-tuf-gaming-b450m-pro-ii
ASRock B760M Pro RS/D4,N/A,ASRock,LGA1700,DDR4,4,Micro ATX,128 GB,Intel B760,FALSE,Silver / Black,4,3,DIMM,https://pcpartpicker.com/product/qFWzK8/asrock-b760m-pro-rsd4-micro-atx-lga1700-motherboard-b760m-pro-rsd4
XFX MBN790IUL9,$361.00 ,XFX,LGA775,DDR3,4,ATX,8 GB,NVIDIA nForce 790i SLI,FALSE,N/A,0,0,DIMM,https://pcpartpicker.com/product/nhCwrH/xfx-motherboard-mbn790iul9
Asus B85M-G,N/A,Asus,LGA1150,DDR3,4,Micro ATX,32 GB,Intel B85,FALSE,N/A,4,0,DIMM,https://pcpartpicker.com/product/GT2kcf/asus-motherboard-b85mg
MSI Z97 PC MATE,N/A,MSI,LGA1150,DDR3,4,ATX,32 GB,Intel Z97,FALSE,Black / Blue,6,0,DIMM,https://pcpartpicker.com/product/gxDwrH/msi-motherboard-z97pcmate
Asus A68HM-Plus,N/A,Asus,FM2+,DDR3,2,Micro ATX,32 GB,AMD A68H,FALSE,Black,4,0,DIMM,https://pcpartpicker.com/product/3rH48d/asus-motherboard-a68hmplus
Asus H110M-A/M.2,N/A,Asus,LGA1151,DDR4,2,Micro ATX,32 GB,Intel H110,FALSE,Black / Gold,4,1,DIMM,https://pcpartpicker.com/product/jY98TW/asus-h110m-am2-micro-atx-lga1155-motherboard-h110m-am2
MSI X470 GAMING PRO,N/A,MSI,AM4,DDR4,4,ATX,64 GB,AMD X470,FALSE,Black / Red,6,2,DIMM,https://pcpartpicker.com/product/8Wzkcf/msi-x470-gaming-pro-atx-am4-motherboard-x470-gaming-pro
Asus PRIME B850-PLUS-CSM,N/A,Asus,AM5,DDR5,4,ATX,256 GB,AMD B850,FALSE,Silver / Black,4,3,DIMM,https://pcpartpicker.com/product/8xgZxr/asus-prime-b850-plus-csm-atx-am5-motherboard-prime-b850-plus-csm
Asus Pro B650M-CT-CSM,$149.99 ,Asus,AM5,DDR5,4,Micro ATX,192 GB,AMD B650,FALSE,Green / Black,4,3,DIMM,https://pcpartpicker.com/product/TDcgXL/asus-pro-b650m-ct-csm-micro-atx-am5-motherboard-pro-b650m-ct-csm
Gigabyte A520M H,N/A,Gigabyte,AM4,DDR4,2,Micro ATX,64 GB,AMD A520,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/Pb9tt6/gigabyte-a520m-h-micro-atx-am4-motherboard-a520m-h
MSI H310M PRO-M2 PLUS,N/A,MSI,LGA1151,DDR4,2,Micro ATX,32 GB,Intel H310,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/2rfhP6/msi-h310m-pro-m2-plus-micro-atx-am4-motherboard-h310m-pro-m2-plus
Gigabyte Z790 AERO G,$334.17+,Gigabyte,LGA1700,DDR5,4,ATX,256 GB,Intel Z790,TRUE,N/A,4,5,DIMM,https://pcpartpicker.com/product/2MLFf7/gigabyte-z790-aero-g-atx-lga1700-motherboard-z790-aero-g
ASRock X570 Pro4,N/A,ASRock,AM4,DDR4,4,ATX,128 GB,AMD X570,FALSE,Black / Silver,8,3,DIMM,https://pcpartpicker.com/product/qkLwrH/asrock-x570-pro4-atx-am4-motherboard-x570-pro4
Asus Z10PE-D8 WS,N/A,Asus,2 x LGA2011-3,DDR4,8,SSI EEB,512 GB,Intel C612,FALSE,Black / Gold,12,1,DIMM,https://pcpartpicker.com/product/2frcCJ/asus-motherboard-z10ped8ws
Asus ROG Strix Z370-I Gaming,N/A,Asus,LGA1151,DDR4,2,Mini ITX,32 GB,Intel Z370,TRUE,Black / Silver,4,2,DIMM,https://pcpartpicker.com/product/VRjWGX/asus-rog-strix-z370-i-gaming-mini-itx-lga1151-motherboard-strix-z370-i-gaming
Asus TUF Z390-PRO GAMING,N/A,Asus,LGA1151,DDR4,4,ATX,128 GB,Intel Z390,FALSE,Black / Gold,6,2,DIMM,https://pcpartpicker.com/product/vvx2FT/asus-tuf-z390-pro-gaming-atx-lga1151-motherboard-tuf-z390-pro-gaming
ASRock X399D8A-2T,N/A,ASRock,sTR4,DDR4,8,ATX,256 GB,AMD X399,FALSE,Green / Blue,6,2,DIMM,https://pcpartpicker.com/product/KRkgXL/asrock-x399d8a-2t-atx-str4-motherboard-x399d8a-2t
Asus PRIME H610M-A WIFI-CSM,N/A,Asus,LGA1700,DDR5,2,Micro ATX,96 GB,Intel H610,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/G3grxr/asus-prime-h610m-a-wifi-csm-micro-atx-lga1700-motherboard-prime-h610m-a-wifi-csm
MSI PRO B650M-E,N/A,MSI,AM5,DDR5,2,Micro ATX,96 GB,AMD B650,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/DRyH99/msi-pro-b650m-e-micro-atx-am5-motherboard-pro-b650m-e
Supermicro X10DRL-i,N/A,Supermicro,2 x LGA2011,DDR4,8,ATX,512 GB,Intel C612,FALSE,Green,10,0,DIMM,https://pcpartpicker.com/product/L7YWGX/supermicro-x10drl-i-atx-dual-cpu-lga2011-motherboard-mbd-x10drl-i-o
MSI Creator TRX40,N/A,MSI,sTRX4,DDR4,8,EATX,256 GB,AMD TRX40,TRUE,Black / Silver,6,4,DIMM,https://pcpartpicker.com/product/wWrYcf/msi-creator-trx40-eatx-strx4-motherboard-creator-trx40
Asus TUF GAMING B850M-PLUS II,N/A,Asus,AM5,DDR5,4,Micro ATX,256 GB,AMD B850,FALSE,Black,4,3,DIMM,https://pcpartpicker.com/product/LNBFf7/asus-tuf-gaming-b850m-plus-ii-micro-atx-am5-motherboard-tuf-gaming-b850m-plus-ii
Supermicro X9SRA,$589.95+,Supermicro,LGA2011,DDR3,8,ATX,64 GB,Intel C602,FALSE,Black / Green,2,0,DIMM,https://pcpartpicker.com/product/F2dqqs/supermicro-motherboard-x9sra
MSI H81M-P33,N/A,MSI,LGA1150,DDR3,2,Micro ATX,16 GB,Intel H81,FALSE,Black / Blue,2,0,DIMM,https://pcpartpicker.com/product/wMLypg/msi-motherboard-h81mp33
MSI H110M Pro-VD,N/A,MSI,LGA1151,DDR4,2,Micro ATX,32 GB,Intel H110,FALSE,Black / Silver,4,0,DIMM,https://pcpartpicker.com/product/bPVBD3/msi-motherboard-h110mprovd
MSI B350 GAMING PLUS,N/A,MSI,AM4,DDR4,4,ATX,64 GB,AMD B350,FALSE,Black / Red,4,1,DIMM,https://pcpartpicker.com/product/BDRFf7/msi-b350-gaming-plus-atx-am4-motherboard-b350-gaming-plus
Colorful CVN B650M GAMING FROZEN V14,N/A,Colorful,AM5,DDR5,4,Micro ATX,192 GB,AMD B650,TRUE,White / Silver,4,2,DIMM,https://pcpartpicker.com/product/4xG2FT/colorful-cvn-b650m-gaming-frozen-v14-micro-atx-am5-motherboard-cvn-b650m-gaming-frozen-v14
Asus PRIME X870-P WIFI-CSM,N/A,Asus,AM5,DDR5,4,ATX,192 GB,AMD X870,TRUE,Black / Silver,2,4,DIMM,https://pcpartpicker.com/product/QQtLrH/asus-prime-x870-p-wifi-csm-atx-am5-motherboard-prime-x870-p-wifi-csm
Asus PRIME H270M-PLUS,N/A,Asus,LGA1151,DDR4,4,Micro ATX,64 GB,Intel H270,FALSE,Black / Silver,6,2,DIMM,https://pcpartpicker.com/product/Fjs8TW/asus-prime-h270m-plus-micro-atx-lga1151-motherboard-prime-h270m-plus
ASRock B560M Pro4,N/A,ASRock,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B560,FALSE,Silver / Black,6,3,DIMM,https://pcpartpicker.com/product/9BmmP6/asrock-b560m-pro4-micro-atx-lga1200-motherboard-b560m-pro4
Gigabyte Z590 VISION G,$400.00 ,Gigabyte,LGA1200,DDR4,4,ATX,128 GB,Intel Z590,FALSE,Black / White,6,4,DIMM,https://pcpartpicker.com/product/7ycG3C/gigabyte-z590-vision-g-atx-lga1200-motherboard-z590-vision-g
Gigabyte Z590I AORUS ULTRA,$440.99 ,Gigabyte,LGA1200,DDR4,2,Mini ITX,64 GB,Intel Z590,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/vT4BD3/gigabyte-z590i-aorus-ultra-mini-itx-lga1200-motherboard-z590i-aorus-ultra
Asus PRIME B650M-A WIFI,$414.36 ,Asus,AM5,DDR5,4,Micro ATX,128 GB,AMD B650,TRUE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/BBstt6/asus-prime-b650m-a-wifi-micro-atx-am5-motherboard-prime-b650m-a-wifi
MSI Z270 GAMING M3,N/A,MSI,LGA1151,DDR4,4,ATX,64 GB,Intel Z270,FALSE,Black / Red,6,2,DIMM,https://pcpartpicker.com/product/CHbkcf/msi-z270-gaming-m3-atx-lga1151-motherboard-z270-gaming-m3
ASRock H97M Pro4,N/A,ASRock,LGA1150,DDR3,4,Micro ATX,32 GB,Intel H97,FALSE,Black / Blue,6,0,DIMM,https://pcpartpicker.com/product/mhn2FT/asrock-h97m-pro4-micro-atx-lga1150-motherboard-h97m-pro4
Asus Z97I-PLUS,N/A,Asus,LGA1150,DDR3,2,Mini ITX,16 GB,Intel Z97,TRUE,Black / Gold,4,1,DIMM,https://pcpartpicker.com/product/Dvzv6h/asus-motherboard-z97iplus
Gigabyte GA-AB350M-DS3H,N/A,Gigabyte,AM4,DDR4,4,Micro ATX,64 GB,AMD B350,FALSE,Black,4,1,DIMM,https://pcpartpicker.com/product/6ddxFT/gigabyte-ga-ab350m-ds3h-micro-atx-am4-motherboard-ga-ab350m-ds3h
ASRock Z690 Extreme,N/A,ASRock,LGA1700,DDR4,4,ATX,128 GB,Intel Z690,FALSE,Black / Silver,8,4,DIMM,https://pcpartpicker.com/product/FNWzK8/asrock-z690-extreme-atx-lga1700-motherboard-z690-extreme
MSI Z170A PC MATE,N/A,MSI,LGA1151,DDR4,4,ATX,64 GB,Intel Z170,FALSE,Black,6,1,DIMM,https://pcpartpicker.com/product/qJbkcf/msi-motherboard-z170apcmate
Asus ROG STRIX Z490-I GAMING,N/A,Asus,LGA1200,DDR4,2,Mini ITX,64 GB,Intel Z490,TRUE,Black,4,2,DIMM,https://pcpartpicker.com/product/ncPgXL/asus-rog-strix-z490-i-gaming-mini-itx-lga1200-motherboard-rog-strix-z490-i-gaming
ASRock X670E Taichi Carrara,N/A,ASRock,AM5,DDR5,4,EATX,256 GB,AMD X670E,TRUE,Black / White,8,5,DIMM,https://pcpartpicker.com/product/wHddnQ/asrock-x670e-taichi-carrara-eatx-am5-motherboard-x670e-taichi-carrara
Gigabyte B660 GAMING X AX DDR4,N/A,Gigabyte,LGA1700,DDR4,4,ATX,128 GB,Intel B660,TRUE,Black,4,3,DIMM,https://pcpartpicker.com/product/YZPQzy/gigabyte-b660-gaming-x-ax-ddr4-atx-lga1700-motherboard-b660-gaming-x-ax-ddr4
MSI MEG Z790 GODLIKE,N/A,MSI,LGA1700,DDR5,4,EATX,256 GB,Intel Z790,TRUE,Black,6,8,DIMM,https://pcpartpicker.com/product/Q93gXL/msi-meg-z790-godlike-eatx-lga1700-motherboard-meg-z790-godlike
Gigabyte X470 AORUS GAMING 5 WIFI,N/A,Gigabyte,AM4,DDR4,4,ATX,64 GB,AMD X470,TRUE,Black / Orange,6,2,DIMM,https://pcpartpicker.com/product/zytQzy/gigabyte-x470-aorus-gaming-5-wifi-atx-am4-motherboard-x470-aorus-gaming-5-wifi
MSI B450M PRO-VDH,N/A,MSI,AM4,DDR4,4,Micro ATX,128 GB,AMD B450,FALSE,Brown,4,1,DIMM,https://pcpartpicker.com/product/mC97YJ/msi-b450m-pro-vdh-micro-atx-am4-motherboard-b450m-pro-vdh
ASRock B450M Pro4-F R2.0,N/A,ASRock,AM4,DDR4,4,Micro ATX,128 GB,AMD B450,FALSE,Black,4,2,DIMM,https://pcpartpicker.com/product/hbvD4D/asrock-b450m-pro4-f-r20-micro-atx-am4-motherboard-b450m-pro4-f-r-20
ASRock B860M Pro RS WiFi,$159.99 ,ASRock,LGA1851,DDR5,4,Micro ATX,256 GB,Intel B860,TRUE,Silver / Black,4,4,DIMM,https://pcpartpicker.com/product/fvnXsY/asrock-b860m-pro-rs-wifi-micro-atx-lga1851-motherboard-b860m-pro-rs-wifi
Gigabyte GA-AB350M-Gaming 3,N/A,Gigabyte,AM4,DDR4,4,Micro ATX,64 GB,AMD B350,FALSE,Black / Red,6,1,DIMM,https://pcpartpicker.com/product/6T7CmG/gigabyte-ga-ab350m-gaming-3-micro-atx-am4-motherboard-ga-ab350m-gaming-3
Asus ROG STRIX Z690-G GAMING WIFI,N/A,Asus,LGA1700,DDR5,4,Micro ATX,128 GB,Intel Z690,TRUE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/DHrRsY/asus-rog-strix-z690-g-gaming-wifi-micro-atx-lga1700-motherboard-rog-strix-z690-g-gaming-wifi
MSI Z97S SLI Krait Edition,N/A,MSI,LGA1150,DDR3,4,ATX,32 GB,Intel Z97,FALSE,Black / White,6,1,DIMM,https://pcpartpicker.com/product/CwPzK8/msi-motherboard-z97sslikraitedition
Asus M5A78L-M PLUS/USB3,N/A,Asus,AM3+,DDR3,4,Micro ATX,32 GB,AMD 760G,FALSE,Black / Blue,6,0,DIMM,https://pcpartpicker.com/product/C2mxFT/asus-m5a78l-m-plususb3-micro-atx-am3-motherboard-m5a78l-m-plususb3
Asus ROG Strix Z370-H Gaming,N/A,Asus,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,FALSE,Black / Red,6,2,DIMM,https://pcpartpicker.com/product/9PtWGX/asus-strix-z370-h-gaming-atx-lga1151-motherboard-strix-z370-h-gaming
Asus PRIME B460-PLUS,N/A,Asus,LGA1200,DDR4,4,ATX,128 GB,Intel B460,FALSE,Silver / Black,6,2,DIMM,https://pcpartpicker.com/product/8DH8TW/asus-prime-b460-plus-atx-lga1200-motherboard-prime-b460-plus
Asus ROG STRIX B560-A GAMING WIFI,N/A,Asus,LGA1200,DDR4,4,ATX,128 GB,Intel B560,TRUE,Black / Silver,6,2,DIMM,https://pcpartpicker.com/product/R4M48d/asus-rog-strix-b560-a-gaming-wifi-atx-lga1200-motherboard-rog-strix-b560-a-gaming-wifi
ASRock Z790-C,N/A,ASRock,LGA1700,DDR5,4,ATX,256 GB,Intel Z790,TRUE,Black,4,4,DIMM,https://pcpartpicker.com/product/NRQcCJ/asrock-z790-c-atx-lga1700-motherboard-z790-c
Asus PRIME H610M-A WIFI D4-CSM,N/A,Asus,LGA1700,DDR4,2,Micro ATX,64 GB,Intel H610,TRUE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/HQ6NnQ/asus-prime-h610m-a-wifi-d4-csm-micro-atx-lga1700-motherboard-prime-h610m-a-wifi-d4-csm
Gigabyte Z490 AORUS XTREME,$1022.90+,Gigabyte,LGA1200,DDR4,4,EATX,128 GB,Intel Z490,TRUE,Black / Silver,6,4,DIMM,https://pcpartpicker.com/product/shxbt6/gigabyte-z490-aorus-xtreme-eatx-lga1200-motherboard-z490-aorus-xtreme
MSI B350M PRO-VDH,N/A,MSI,AM4,DDR4,4,Micro ATX,64 GB,AMD B350,FALSE,Brown / Black,4,1,DIMM,https://pcpartpicker.com/product/CyCrxr/msi-b350m-pro-vdh-micro-atx-am4-motherboard-b350m-pro-vdh
Asus ROG MAXIMUS X HERO (WI-FI AC),N/A,Asus,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,TRUE,Black / Silver,6,2,DIMM,https://pcpartpicker.com/product/tqKhP6/asus-maximus-x-hero-wi-fi-ac-atx-lga1151-motherboard-maximus-x-hero-wi-fi-ac
Asus ROG Crosshair VII Hero,N/A,Asus,AM4,DDR4,4,ATX,64 GB,AMD X470,FALSE,Black,6,2,DIMM,https://pcpartpicker.com/product/23gzK8/asus-rog-crosshair-vii-hero-atx-am4-motherboard-crosshair-vii-hero
Gigabyte B550M AORUS PRO,N/A,Gigabyte,AM4,DDR4,4,Micro ATX,128 GB,AMD B550,FALSE,Black / Silver,4,2,DIMM,https://pcpartpicker.com/product/39LwrH/gigabyte-b550m-aorus-pro-micro-atx-am4-motherboard-b550m-aorus-pro
Gigabyte B560M DS3H,N/A,Gigabyte,LGA1200,DDR4,4,Micro ATX,128 GB,Intel B560,FALSE,Black,6,2,DIMM,https://pcpartpicker.com/product/K8YmP6/gigabyte-b560m-ds3h-micro-atx-lga1200-motherboard-b560m-ds3h
Asus B850M AYW GAMING WIFI,N/A,Asus,AM5,DDR5,2,Micro ATX,128 GB,AMD B850,TRUE,Black / Silver,4,2,DIMM,https://pcpartpicker.com/product/h2kqqs/asus-b850m-ayw-gaming-wifi-micro-atx-am5-motherboard-b850m-ayw-gaming-wifi
Gigabyte B760 DS3H AX,$260.90 ,Gigabyte,LGA1700,DDR5,4,ATX,192 GB,Intel B760,TRUE,Gray / Black,4,2,DIMM,https://pcpartpicker.com/product/qK88TW/gigabyte-b760-ds3h-ax-atx-lga1700-motherboard-b760-ds3h-ax
Gigabyte Z590 AORUS PRO AX,$414.00+,Gigabyte,LGA1200,DDR4,4,ATX,128 GB,Intel Z590,TRUE,Black,6,4,DIMM,https://pcpartpicker.com/product/6hytt6/gigabyte-z590-aorus-pro-ax-atx-lga1200-motherboard-z590-aorus-pro-ax
Asus TUF GAMING H670-PRO WIFI D4,N/A,Asus,LGA1700,DDR4,4,ATX,128 GB,Intel H670,TRUE,Gray / Black,4,4,DIMM,https://pcpartpicker.com/product/vvC48d/asus-tuf-gaming-h670-pro-wifi-d4-atx-lga1700-motherboard-tuf-gaming-h670-pro-wifi-d4
ASRock X399 Taichi,N/A,ASRock,sTR4,DDR4,8,ATX,128 GB,AMD X399,TRUE,Black / Silver,8,4,DIMM,https://pcpartpicker.com/product/kjmxFT/asrock-x399-taichi-atx-tr4-motherboard-x399-taichi
Asus TUF GAMING B560-PLUS WIFI,N/A,Asus,LGA1200,DDR4,4,ATX,128 GB,Intel B560,TRUE,Black,6,2,DIMM,https://pcpartpicker.com/product/WH2WGX/asus-tuf-gaming-b560-plus-wifi-atx-lga1200-motherboard-tuf-gaming-b560-plus-wifi
Asus M5A99FX PRO R2.0,N/A,Asus,AM3+,DDR3,4,ATX,32 GB,AMD 990FX,FALSE,Black / Blue,7,0,DIMM,https://pcpartpicker.com/product/yFjG3C/asus-motherboard-m5a99fxpror20
Asus H170-PRO,N/A,Asus,LGA1151,DDR4,4,ATX,64 GB,Intel H170,FALSE,Black / Gold,6,1,DIMM,https://pcpartpicker.com/product/qjp323/asus-motherboard-h170pro
Gigabyte B860 DS3H,$217.96 ,Gigabyte,LGA1851,DDR5,4,ATX,256 GB,Intel B860,FALSE,Silver / Black,4,2,DIMM,https://pcpartpicker.com/product/RgwD4D/gigabyte-b860-ds3h-atx-lga1851-motherboard-b860-ds3h
Asus ROG MAXIMUS XII FORMULA,$611.83 ,Asus,LGA1200,DDR4,4,ATX,128 GB,Intel Z490,TRUE,Black,6,3,DIMM,https://pcpartpicker.com/product/P9pmP6/asus-rog-maximus-xii-formula-atx-lga1200-motherboard-rog-maximus-xii-formula
ASRock B250M Pro4,N/A,ASRock,LGA1151,DDR4,4,Micro ATX,64 GB,Intel B250,FALSE,Black / White,6,2,DIMM,https://pcpartpicker.com/product/QXdFf7/asrock-b250m-pro4-micro-atx-lga1151-motherboard-b250m-pro4
Asus STRIX X370-F GAMING,N/A,Asus,AM4,DDR4,4,ATX,64 GB,AMD X370,FALSE,Black,8,1,DIMM,https://pcpartpicker.com/product/B698TW/asus-strix-x370-f-gaming-atx-am4-motherboard-strix-x370-f-gaming
Gigabyte Z370 AORUS Gaming 7 (rev. 1.0),N/A,Gigabyte,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,FALSE,Black / Silver,6,3,DIMM,https://pcpartpicker.com/product/CkCrxr/gigabyte-z370-aorus-gaming-7-rev-10-atx-lga1151-motherboard-z370-aorus-gaming-7-rev-10
Gigabyte B360M D3H,N/A,Gigabyte,LGA1151,DDR4,4,Micro ATX,64 GB,Intel B360,FALSE,Silver / Black,6,1,DIMM,https://pcpartpicker.com/product/s8448d/gigabyte-b360m-micro-atx-lga1151-motherboard-b360m-d3h
Asus PRIME Z370-A II,N/A,Asus,LGA1151,DDR4,4,ATX,64 GB,Intel Z370,FALSE,Black / Silver,6,2,DIMM,https://pcpartpicker.com/product/H43H99/asus-prime-z370-a-ii-atx-lga1151-motherboard-prime-z370-a-ii
Gigabyte Z690 AORUS ELITE AX,N/A,Gigabyte,LGA1700,DDR5,4,ATX,192 GB,Intel Z690,TRUE,Black,6,4,DIMM,https://pcpartpicker.com/product/JJRYcf/gigabyte-z690-aorus-elite-ax-atx-lga1700-motherboard-z690-aorus-elite-ax
Gigabyte B650M H,N/A,Gigabyte,AM5,DDR5,2,Micro ATX,96 GB,AMD B650,FALSE,Black / Gray,4,1,DIMM,https://pcpartpicker.com/product/MsmNnQ/gigabyte-b650m-h-micro-atx-am5-motherboard-b650m-h
Asus PRIME Z690M-PLUS D4,N/A,Asus,LGA1700,DDR4,4,Micro ATX,128 GB,Intel Z690,FALSE,Silver / Black,4,4,DIMM,https://pcpartpicker.com/product/gWPQzy/asus-prime-z690m-plus-d4-micro-atx-lga1700-motherboard-prime-z690m-plus-d4
Biostar H61MGC,N/A,Biostar,LGA1155,DDR3,2,Micro ATX,16 GB,Intel H61,FALSE,Black / Red,0,0,DIMM,https://pcpartpicker.com/product/7xBv6h/biostar-motherboard-h61mgc
ASRock X570 PG Velocita,N/A,ASRock,AM4,DDR4,4,ATX,128 GB,AMD X570,TRUE,Black / Silver,8,2,DIMM,https://pcpartpicker.com/product/TtPgXL/asrock-x570-pg-velocita-atx-am4-motherboard-x570-pg-velocita
Asus PRIME Z690-P,N/A,Asus,LGA1700,DDR5,4,ATX,192 GB,Intel Z690,FALSE,Silver / Black,4,4,DIMM,https://pcpartpicker.com/product/dQBG3C/asus-prime-z690-p-atx-lga1700-motherboard-prime-z690-p
Gigabyte B760 AORUS ELITE AX,$199.99 ,Gigabyte,LGA1700,DDR5,4,ATX,192 GB,Intel B760,TRUE,Black,4,3,DIMM,https://pcpartpicker.com/product/2vwypg/gigabyte-b760-aorus-elite-ax-atx-lga1700-motherboard-b760-aorus-elite-ax
