name,price,manufacturer,interfaceType,requiredPowerConnectors,LengthMm,CaseExpansionSlotWidth,TotalSlotWidth,GraphicsProcessor,VramGBs,MemoryType,CoreClockMHz,BoostClockMHz,TdpWatts,Color,CoolingType,HdmiPortCount,DisplayPortCount,profile,URL
GALAX (1-click OC),N/A,GALAX,PCIe x16,2 x PCIe 8-pin,254,2,3,GeForce RTX 3070,8,GDDR6,1500,1740,220,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/phTp99/galax-geforce-rtx-3070-8-gb-1-click-oc-video-card-37nsl6md2koc
PNY XLR8 Gaming REVEL EPIC-X RGB,N/A,PNY,PCIe x16,1 x PCIe 8-pin,247,2,2,GeForce RTX 3050 8GB,8,GDDR6,1552,1777,130,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/7FM48d/pny-geforce-rtx-3050-8gb-8-gb-xlr8-gaming-revel-epic-x-rgb-video-card-vcg30508dfxppb
Gainward Ghost,N/A,Gainward,PCIe x16,1 x PCIe 8-pin,269,2,2,GeForce RTX 4070,12,GDDR6X,1920,2475,200,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/dPV2FT/gainward-ghost-geforce-rtx-4070-12-gb-video-card-ned4070019k9-1047b
Gigabyte AORUS MASTER,N/A,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,342,2,4,GeForce RTX 4070 SUPER,12,GDDR6X,1980,2655,220,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/gGDQzy/gigabyte-aorus-master-geforce-rtx-4070-super-12-gb-video-card-gv-n407saorus-m-12gd
Inno3D X3,N/A,Inno3D,PCIe x16,1 x PCIe 16-pin 12VHPWR,337,2,2,GeForce RTX 4080 SUPER,16,GDDR6X,2210,2550,320,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/YvcgXL/inno3d-x3-geforce-rtx-4080-super-16-gb-video-card-n408s3-166x-18703552
PNY VCNRTXA1000LP-PB,N/A,PNY,PCIe x8,None,163,1,1,RTX A1000,8,GDDR6,N/A,1460,50,Black,1 Fan,0,4,Low,https://pcpartpicker.com/product/ZzTZxr/pny-vcnrtxa1000lp-pb-rtx-a1000-8-gb-pcie-x8-video-card-vcnrtxa1000lp-pb
GALAX 1-Click OC (Launch Edition),N/A,GALAX,PCIe x16,1 x PCIe 8-pin,235,2,2,GeForce RTX 5060,8,GDDR7,2280,2527,145,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/kKh2FT/galax-1-click-oc-launch-edition-geforce-rtx-5060-8-gb-video-card-56nsn8mdcple
MSI INSPIRE 2X,N/A,MSI,PCIe x16,1 x PCIe 8-pin,204,2,2,GeForce RTX 5060,8,GDDR7,2280,2512,145,Gold / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/J3m2FT/msi-inspire-2x-geforce-rtx-5060-8-gb-video-card-rtx-5060-8g-inspire-2x
EVGA DT GAMING,$395.00+,EVGA,PCIe x16,2 x PCIe 8-pin,300,2,2,GeForce GTX 1080 Ti,11,GDDR5X,1480,1582,250,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/tKMwrH/evga-geforce-gtx-1080-ti-11gb-ftw3-dt-gaming-video-card-11g-p4-6694-kr
EVGA Founders Edition,$645.00+,EVGA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,2,GeForce GTX 1080 Ti,11,GDDR5X,1480,1582,250,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/tgyxFT/evga-geforce-gtx-1080-ti-11gb-founder-edition-video-card-11g-p4-6390-kr
GALAX EX,N/A,GALAX,PCIe x16,1 x PCIe 6-pin,212,2,2,GeForce GTX 1650 SUPER,4,GDDR6,1530,1740,100,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/GWRgXL/galax-geforce-gtx-1650-super-4-gb-ex-video-card-65sql8ds61ex
Zotac GAMING Trinity,N/A,Zotac,PCIe x16,1 x PCIe 16-pin 12VHPWR,307,2,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2610,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/wRpzK8/zotac-gaming-trinity-geforce-rtx-4070-ti-12-gb-video-card-zt-d40710d-10p
EVGA 512-P3-N871-AR,N/A,EVGA,PCIe x16,None,N/A,2,2,GeForce 9800 GTX+,0.5,DDR3,N/A,N/A,30,Black / Green,1 Fan,0,0,Standard,https://pcpartpicker.com/product/Cyzv6h/evga-video-card-512p3n871ar
Asus GTX650TI-O-1GD5,N/A,Asus,PCIe x16,None,213,2,2,GeForce GTX 650 Ti,1,GDDR5,980,N/A,110,Black / Red,2 Fans,1,0,Standard,https://pcpartpicker.com/product/XJckcf/asus-video-card-gtx650tio1gd5
Gigabyte WINDFORCE,N/A,Gigabyte,PCIe x16,2 x PCIe 8-pin,312,2,2,GeForce GTX 980,4,GDDR5,1228,1329,165,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/TFfmP6/gigabyte-video-card-gvn980g1gaming4gd
EVGA FTW ACX 2.0,N/A,EVGA,PCIe x16,2 x PCIe 6-pin,241,2,2,GeForce GTX 970,4,GDDR5,1216,1367,145,Black / Blue,2 Fans,1,1,Standard,https://pcpartpicker.com/product/ZPx9TW/evga-video-card-04gp42978kr
Asus STRIX-GTX980-DC2-4GD5,N/A,Asus,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,289,2,2,GeForce GTX 980,4,GDDR5,1126,1216,165,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Fk648d/asus-video-card-strixgtx980dc24gd5
Zotac Blower,N/A,Zotac,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,2,GeForce GTX 1080 Ti,11,GDDR5X,1480,1582,250,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/ygfmP6/zotac-geforce-gtx-1080-ti-11gb-blower-video-card-zt-p10810b-10p
MSI GAMING X,N/A,MSI,PCIe x16,1 x PCIe 8-pin,276,2,2,Radeon RX 570,4,GDDR5,1168,1293,150,Black / Red,2 Fans,2,2,Standard,https://pcpartpicker.com/product/7bYWGX/msi-radeon-rx-570-4gb-gaming-x-video-card-rx-570-gaming-x-4g
MSI GT 1030 2GH LP OC,N/A,MSI,PCIe x16,None,153,1,2,GeForce GT 1030,2,GDDR5,1265,1518,30,Black,Fanless,1,1,Low,https://pcpartpicker.com/product/KmM323/msi-geforce-gt-1030-2gb-2gh-lp-oc-video-card-gt-1030-2gh-lp-oc
Palit Super JetStream,N/A,Palit,PCIe x16,2 x PCIe 8-pin,285,2,3,GeForce GTX 1080 Ti,11,GDDR5X,1556,1670,300,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/6b38TW/palit-geforce-gtx-1080-ti-11gb-super-jetstream-video-card-neb108ts15lcj
Gigabyte TURBO,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,270,2,2,GeForce GTX 1080 Ti,11,GDDR5X,1506,1620,250,White / Orange,1 Fan,1,3,Standard,https://pcpartpicker.com/product/wPtWGX/gigabyte-geforce-gtx-1080-ti-11gb-turbo-video-card-gv-n108tturbo-11gd
Zotac AMP,N/A,Zotac,PCIe x16,2 x PCIe 8-pin,300,2,2,GeForce GTX 1070 Ti,8,GDDR5,1607,1683,180,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/fVqbt6/zotac-geforce-gtx-1070-ti-8gb-amp-edition-video-card-zt-p10710c-10p
Zotac ZT-T20800G-10P,N/A,Zotac,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,268,2,2,GeForce RTX 2080,8,GDDR6,1515,1710,215,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/gvJtt6/zotac-geforce-rtx-2080-8-gb-video-card-zt-t20800g-10p
Asus TUF,N/A,Asus,PCIe x16,1 x PCIe 8-pin,205,2,2,GeForce GTX 1660,6,GDDR5,1530,1815,120,Black / Gray,2 Fans,1,1,Standard,https://pcpartpicker.com/product/ctPKHx/asus-geforce-gtx-1660-6-gb-tuf-video-card-tuf-gtx1660-6g-gaming
Zotac GAMING OC MINI,N/A,Zotac,PCIe x16,1 x PCIe 8-pin,211,2,2,GeForce RTX 2070,8,GDDR6,1410,1650,185,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/CgYLrH/zotac-geforce-rtx-2070-8-gb-gaming-oc-mini-video-card-zt-t20700f-10p
Asus STRIX GAMING,N/A,Asus,PCIe x16,2 x PCIe 8-pin,300,2,3,GeForce RTX 2080 SUPER,8,GDDR6,1650,1845,250,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/2jcRsY/asus-geforce-rtx-2080-super-8-gb-strix-gaming-video-card-rog-strix-rtx2080s-8g-gaming
EVGA XC HYBRID GAMING,N/A,EVGA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,266,2,2,GeForce RTX 2070 SUPER,8,GDDR6,1605,1800,215,Black,120 mm Radiator + 1 Fan,1,3,Standard,https://pcpartpicker.com/product/QxrYcf/evga-geforce-rtx-2070-super-8-gb-xc-hybrid-gaming-video-card-08g-p4-3178-kr
Asus Expedition,N/A,Asus,PCIe x16,1 x PCIe 6-pin,240,2,2,GeForce GTX 1060 6GB,6,GDDR5,1569,1809,120,Black / Red,2 Fans,2,2,Standard,https://pcpartpicker.com/product/YZhKHx/asus-geforce-gtx-1060-6gb-6-gb-expedition-video-card-ex-gtx1060-o6g
Palit StormX,N/A,Palit,PCIe x16,1 x PCIe 8-pin,168,2,2,GeForce GTX 1660 SUPER,6,GDDR6,1530,1785,125,N/A,1 Fan,1,1,Standard,https://pcpartpicker.com/product/dTMTwP/palit-geforce-gtx-1660-super-6-gb-stormx-video-card-ne6166s018j9-161f
Asus STRIX GAMING OC,N/A,Asus,PCIe x16,1 x PCIe 6-pin,243,2,3,GeForce GTX 1650 SUPER,4,GDDR6,1530,1815,100,Black,2 Fans,2,2,Standard,https://pcpartpicker.com/product/dBrYcf/asus-geforce-gtx-1650-super-4-gb-strix-gaming-oc-video-card-rog-strix-gtx1650s-o4g-gaming
Gigabyte GAMING OC 3X,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,280,2,2,GeForce RTX 2060 SUPER,8,GDDR6,1470,1710,175,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/stNgXL/gigabyte-geforce-rtx-2060-super-8-gb-gaming-oc-3x-video-card-gv-n206sgaming-oc-8gd-v20
PNY Blower,N/A,PNY,PCIe x16,2 x PCIe 8-pin,269,2,2,GeForce RTX 2080 Ti,11,GDDR6,1350,1545,250,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/8Wyqqs/pny-geforce-rtx-2080-ti-11-gb-blower-video-card-vcg2080t11blppb
Gigabyte D6 Rev 2.0,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,226,2,2,GeForce RTX 2060,6,GDDR6,1365,1680,160,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/64jNnQ/gigabyte-geforce-rtx-2060-6-gb-d6-rev-20-video-card-gv-n2060d6-6gd
Palit GamingPro,N/A,Palit,PCIe x16,2 x PCIe 8-pin,294,2,3,GeForce RTX 3070 LHR,8,GDDR6,1500,1725,220,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/73YQzy/palit-geforce-rtx-3070-lhr-8-gb-gamingpro-video-card-ne63070019p2-1041a
MSI GeForce RTX 3080 VENTUS 3X 10G,N/A,MSI,PCIe x16,2 x PCIe 8-pin,305,2,3,GeForce RTX 3080 10GB,10,GDDR6X,1440,N/A,320,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/YFDkcf/msi-geforce-rtx-3080-10-gb-ventus-3x-video-card-rtx-3080-ventus-3x-10g
Asus DUAL,N/A,Asus,PCIe x16,1 x PCIe 8-pin,269,2,3,GeForce RTX 3060 Ti,8,GDDR6,1410,1695,200,Black / Silver,2 Fans,2,3,Standard,https://pcpartpicker.com/product/JBNgXL/asus-geforce-rtx-3060-ti-8-gb-dual-video-card-dual-rtx3060ti-8g
Asus ROG STRIX GAMING,N/A,Asus,PCIe x16,1 x PCIe 8-pin,300,2,3,GeForce RTX 3060 12GB,12,GDDR6,1320,N/A,170,Black / Silver,3 Fans,2,3,Standard,https://pcpartpicker.com/product/zsJgXL/asus-geforce-rtx-3060-12-gb-rog-strix-gaming-video-card-rog-strix-rtx3060-12g-gaming
Palit Dual,N/A,Palit,PCIe x16,1 x PCIe 8-pin,245,2,2,GeForce RTX 3050 8GB,8,GDDR6,1550,1777,130,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/3nrRsY/palit-geforce-rtx-3050-8gb-8-gb-dual-video-card-ne63050019p1-190ad
ASRock Phantom Gaming D OC,N/A,ASRock,PCIe x16,2 x PCIe 8-pin,305,2,3,Radeon RX 6750 XT,12,GDDR6,2150,2623,250,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/LnVmP6/asrock-radeon-rx-6750-xt-12-gb-phantom-gaming-d-oc-video-card-rx6750xt-pgd-12go
Palit GameRock,N/A,Palit,PCIe x16,1 x PCIe 16-pin 12VHPWR,329,3,4,GeForce RTX 4080,16,GDDR6X,2205,2505,340,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/m9stt6/palit-gamerock-geforce-rtx-4080-16-gb-video-card-ned4080019t2-1030g
Asus TUF GAMING,N/A,Asus,PCIe x16,2 x PCIe 8-pin,302,2,3,GeForce RTX 3060 Ti,8,GDDR6X,1410,1695,200,Black,3 Fans,2,3,Standard,https://pcpartpicker.com/product/8PbTwP/asus-tuf-gaming-geforce-rtx-3060-ti-8-gb-video-card-tuf-rtx3060ti-8gd6x-gaming
MSI GAMING X SLIM,N/A,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,307,2,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2745,285,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/MmQKHx/msi-gaming-x-slim-geforce-rtx-4070-ti-12-gb-video-card-rtx-4070-ti-gaming-x-slim-white-12g
GALAX EX Gamer 1-Click OC V2,N/A,GALAX,PCIe x16,1 x PCIe 16-pin 12VHPWR,323,3,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2685,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/tGRwrH/galax-ex-gamer-1-click-oc-v2-geforce-rtx-4070-ti-12-gb-video-card-47iom7md7adt
GALAX EX,N/A,GALAX,PCIe x16,None,209,2,2,GeForce RTX 3050 6GB,6,GDDR6,1040,1470,70,White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/VxmNnQ/galax-ex-geforce-rtx-3050-6gb-6-gb-video-card-35nrldmd9oex
Colorful iGame Ultra W OC-V,N/A,Colorful,PCIe x16,1 x PCIe 8-pin,325,2,3,GeForce RTX 4060 Ti,8,GDDR6,2310,2580,160,Blue / Purple,3 Fans,1,3,Standard,https://pcpartpicker.com/product/V9BFf7/colorful-igame-ultra-w-oc-v-geforce-rtx-4060-ti-8-gb-video-card-igame-geforce-rtx-4060-ti-ultra-w-oc-v
MSI VENTUS 3X,$819.99 ,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,303,2,3,GeForce RTX 5070 Ti,16,GDDR7,2300,2467,300,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/jx62FT/msi-ventus-3x-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x
NVIDIA Star Wars Jedi Order,N/A,NVIDIA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,2,Titan Xp,12,GDDR5X,1481,1582,250,Silver / Green,1 Fan,1,3,Standard,https://pcpartpicker.com/product/QZ848d/nvidia-titan-xp-12-gb-star-wars-jedi-order-video-card-900-1g611-2531-000
MSI Founders Edition,$645.00+,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,2,GeForce GTX 1080 Ti,11,GDDR5X,1480,1582,250,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/6R98TW/msi-geforce-gtx-1080-ti-11gb-founders-edition-video-card-geforce-gtx-1080-ti-founders-edition
HP C2J94AT,$124.86 ,HP,PCIe x16,None,241,1,1,Quadro K4000,3,GDDR5,810,N/A,80,Black / Silver,1 Fan,0,2,Standard,https://pcpartpicker.com/product/qDphP6/hp-video-card-c2j94at
EVGA SC2 Gaming iCX,$299.00+,EVGA,PCIe x16,1 x PCIe 8-pin,267,2,2,GeForce GTX 1070,8,GDDR5,1594,1784,170,White / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/DKRFf7/evga-geforce-gtx-1070-8gb-sc2-gaming-icx-video-card-08g-p4-6573-kr
Asus STRIX OC,N/A,Asus,PCIe x16,1 x PCIe 6-pin,218,2,2,GeForce GTX 1060 6GB,6,GDDR5,1569,1811,120,Black / Red,2 Fans,2,2,Standard,https://pcpartpicker.com/product/P7gPxr/asus-geforce-gtx-1060-6gb-6gb-strix-oc-video-card-strix-gtx1060-dc2o6g
Gigabyte GAMING OC,$469.00+,Gigabyte,PCIe x16,1 x PCIe 8-pin,281,2,2,Radeon RX 5500 XT,4,GDDR6,1685,1845,130,Black / Gray,3 Fans,1,3,Standard,https://pcpartpicker.com/product/JzkgXL/gigabyte-radeon-rx-5500-xt-4-gb-gaming-oc-video-card-gv-r55xtgaming-oc-4gd
EVGA 01G-P3-1731-KR,N/A,EVGA,PCIe x8,None,69,1,2,GeForce GT 730,1,DDR3,902,N/A,49,Black / Green,Fanless,1,0,Standard,https://pcpartpicker.com/product/RvnG3C/evga-video-card-01gp31731kr
Zotac AMP Extreme Holo,$1999.99+,Zotac,PCIe x16,3 x PCIe 8-pin,356,2,3,GeForce RTX 3080 Ti,12,GDDR6X,1365,1785,400,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/xQYmP6/zotac-geforce-rtx-3080-ti-12-gb-amp-extreme-holo-video-card-zt-a30810b-10p
MAXSUN iCraft Limited Edition OC,N/A,MAXSUN,PCIe x16,1 x PCIe 16-pin 12VHPWR,336,2,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2385,300,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/JFdG3C/maxsun-icraft-limited-edition-oc-geforce-rtx-4070-ti-12-gb-video-card-ms-geforce-rtx4070ti-icraft-oc-12g
EVGA 02G-P4-2678-KR,N/A,EVGA,PCIe x16,None,254,2,2,GeForce GTX 670,2,GDDR5,1006,N/A,170,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/gdkD4D/evga-video-card-02gp42678kr
EVGA FTW2 GAMING iCX,N/A,EVGA,PCIe x16,2 x PCIe 8-pin,267,2,2,GeForce GTX 1080,8,GDDR5X,1721,1860,215,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/fGDzK8/evga-geforce-gtx-1080-8gb-ftw2-gaming-icx-video-card-08g-p4-6686-kr
ASRock Phantom Gaming D,N/A,ASRock,PCIe x16,1 x PCIe 6-pin,236,2,2,Radeon RX 570,8,GDDR5,1168,1270,150,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/HT8j4D/asrock-radeon-rx-570-8-gb-phantom-gaming-d-video-card-pg-d-radeon-rx570-8g-oc
MSI AERO,N/A,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,265,2,2,GeForce RTX 2080 SUPER,8,GDDR6,1650,1815,250,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/yFdrxr/msi-geforce-rtx-2080-super-8-gb-aero-video-card-rtx-2080-super-aero
MSI ARMOR OC,N/A,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,297,2,3,GeForce RTX 2070 SUPER,8,GDDR6,1605,1785,215,Black / White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/mYgQzy/msi-geforce-rtx-2070-super-8-gb-armor-oc-video-card-rtx-2070-super-armor-oc
PNY Blower,N/A,PNY,PCIe x16,1 x PCIe 8-pin,255,2,2,GeForce GTX 1660 Ti,6,GDDR6,1500,1770,120,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/YWtKHx/pny-geforce-gtx-1660-ti-6-gb-blower-video-card-vcg1660t6blmpb
Gigabyte OC,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,225,2,2,Radeon RX 5500 XT,8,GDDR6,1647,1845,130,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Pm3mP6/gigabyte-oc-radeon-rx-5500-xt-8-gb-video-card-gv-r55xtoc-8gd
Sapphire NITRO+ SE,N/A,Sapphire,PCIe x16,1 x PCIe 8-pin,257,2,3,Radeon RX 5500 XT,8,GDDR6,1607,1845,135,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/pjJmP6/sapphire-radeon-rx-5500-xt-8-gb-nitro-se-video-card-11295-05-20g
ASRock Challenger D OC,N/A,ASRock,PCIe x16,1 x PCIe 8-pin,241,2,2,Radeon RX 5500 XT,4,GDDR6,1685,1845,130,Black / Yellow,2 Fans,1,3,Standard,https://pcpartpicker.com/product/q66qqs/asrock-radeon-rx-5500-xt-4-gb-challenger-d-oc-video-card-rx5500xt-cld-4go
Gigabyte GAMING,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,232,2,2,Radeon RX 590,8,GDDR5,1545,1560,225,Black / Orange,2 Fans,1,3,Standard,https://pcpartpicker.com/product/2rLwrH/gigabyte-radeon-rx-590-8-gb-gaming-video-card-gv-rx590gaming-8gd-rev-20
ASRock Challenger Pro OC,N/A,ASRock,PCIe x16,2 x PCIe 8-pin,291,2,3,Radeon RX 5700 XT,8,GDDR6,1580,1905,225,Black / Gray,3 Fans,1,3,Standard,https://pcpartpicker.com/product/77bCmG/asrock-radeon-rx-5700-xt-8-gb-challenger-pro-oc-video-card-rx5700xt-clp-8go
PNY XLR8 Gaming Overclocked Edition,N/A,PNY,PCIe x16,1 x PCIe 6-pin,168,2,2,GeForce GTX 1650 SUPER,4,GDDR6,1530,1770,100,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/Gg9tt6/pny-geforce-gtx-1650-super-4-gb-xlr8-gaming-overclocked-edition-video-card-vcg16504ssfppb-o
EVGA FTW3 ULTRA HYBRID GAMING,N/A,EVGA,PCIe x16,3 x PCIe 8-pin,289,2,2,GeForce RTX 3090,24,GDDR6X,1395,1800,350,Black,240 mm Radiator + 1 Fan,1,3,Standard,https://pcpartpicker.com/product/FsRgXL/evga-geforce-rtx-3090-24-gb-ftw3-ultra-hybrid-gaming-video-card-24g-p5-3988-kr
EVGA FTW3 ULTRA HYBRID GAMING,N/A,EVGA,PCIe x16,3 x PCIe 8-pin,289,2,2,GeForce RTX 3080 10GB,10,GDDR6X,1440,1800,320,Black,240 mm Radiator + 1 Fan,1,3,Standard,https://pcpartpicker.com/product/Fn3mP6/evga-geforce-rtx-3080-10-gb-ftw3-ultra-hybrid-gaming-video-card-10g-p5-3898-kr
MSI GAMING TRIO,N/A,MSI,PCIe x16,3 x PCIe 8-pin,324,2,3,GeForce RTX 3080 Ti,12,GDDR6X,1365,1695,350,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/C3RYcf/msi-geforce-rtx-3080-ti-12-gb-gaming-trio-video-card-geforce-rtx-3080-ti-gaming-trio-12g
MSI GAMING,N/A,MSI,PCIe x16,1 x PCIe 8-pin,278,2,3,GeForce RTX 3050 8GB,8,GDDR6,1550,N/A,130,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/hrXJ7P/msi-geforce-rtx-3050-8gb-8-gb-gaming-video-card-geforce-rtx-3050-gaming-8g
Palit GamingPro,N/A,Palit,PCIe x16,1 x PCIe 6-pin,170,2,2,GeForce GTX 1650 G6,4,GDDR6,1410,1590,75,Black,2 Fans,1,2,Standard,https://pcpartpicker.com/product/CsfnTW/palit-geforce-gtx-1650-g6-4-gb-gamingpro-video-card-ne6165001bg1-1175a
Asus ROG STRIX GAMING OC V2,N/A,Asus,PCIe x16,1 x PCIe 8-pin,243,2,3,Radeon RX 6650 XT,8,GDDR6,2055,2694,180,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/kZnypg/asus-rog-strix-gaming-oc-v2-radeon-rx-6650-xt-8-gb-video-card-rog-strix-rx6650xt-o8g-v2-gaming
Asus DUAL,N/A,Asus,PCIe x16,1 x PCIe 8-pin,227,2,3,GeForce RTX 4060 Ti,8,GDDR6,2310,2565,165,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/dbkH99/asus-dual-geforce-rtx-4060-ti-8-gb-video-card-dual-rtx4060ti-8g
Gigabyte AORUS XTREME WATERFORCE,N/A,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,252,2,2,GeForce RTX 4070 Ti,12,GDDR6X,2310,2700,285,Black,240 mm Radiator,1,3,Standard,https://pcpartpicker.com/product/3RYRsY/gigabyte-aorus-xtreme-waterforce-geforce-rtx-4070-ti-12-gb-video-card-gv-n407taorusx-w-12gd
Asus ROG STRIX,N/A,Asus,PCIe x16,1 x PCIe 8-pin,311,2,4,GeForce RTX 4060,8,GDDR6,1830,2490,115,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/vz6NnQ/asus-rog-strix-geforce-rtx-4060-8-gb-video-card-rog-strix-rtx4060-8g-gaming
MSI GAMING X SLIM,N/A,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,322,3,3,GeForce RTX 4080,16,GDDR6X,2205,2610,320,White / Silver,3 Fans,2,2,Standard,https://pcpartpicker.com/product/kjsV3C/msi-gaming-x-slim-geforce-rtx-4080-16-gb-video-card-rtx-4080-16gb-gaming-x-slim-white
Yeston Sakura,N/A,Yeston,PCIe x16,1 x PCIe 16-pin 12VHPWR,330,2,4,GeForce RTX 4070 SUPER,12,GDDR6X,1980,2640,220,White / Blue,3 Fans,1,3,Standard,https://pcpartpicker.com/product/fxhv6h/yeston-sakura-geforce-rtx-4070-super-12-gb-video-card-rtx4070-super-12gd6x-sa
MSI SUPRIM X,$899.00+,MSI,PCIe x16,3 x PCIe 8-pin,336,2,3,GeForce RTX 3080 10GB LHR,10,GDDR6X,1440,1920,370,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/F4jBD3/msi-geforce-rtx-3080-lhr-10-gb-suprim-x-video-card-geforce-rtx-3080-suprim-x-10g-lhr
KFA2 (1-Click OC),N/A,KFA2,PCIe x16,1 x PCIe 16-pin 12VHPWR,240,2,2,GeForce RTX 5070,12,GDDR7,2160,2542,250,White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/yHG2FT/kfa2-1-click-oc-geforce-rtx-5070-12-gb-video-card-57non7mdbswk
MSI AERO ITX OC,$404.46+,MSI,PCIe x16,1 x PCIe 8-pin,175,2,2,GeForce GTX 1070,8,GDDR5,1531,1721,150,Black / White,1 Fan,2,2,Standard,https://pcpartpicker.com/product/8fgPxr/msi-geforce-gtx-1070-8gb-video-card-gtx-1070-aero-itx-8g-oc
MSI DUKE,$659.00+,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,314,2,2,GeForce RTX 2070,8,GDDR6,1410,1755,185,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/nczkcf/msi-geforce-rtx-2070-8gb-video-card-geforce-rtx-2070-duke-8g-oc
Inno3D Compact,N/A,Inno3D,PCIe x16,1 x PCIe 8-pin,155,2,2,GeForce RTX 4060,8,GDDR6,1830,2460,115,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/NJyH99/inno3d-compact-geforce-rtx-4060-8-gb-video-card-n40601-08d6-173050n
