name,price,manufacturer,interfaceType,requiredPowerConnectors,LengthMm,CaseExpansionSlotWidth,TotalSlotWidth,GraphicsProcessor,VramGBs,MemoryType,CoreClockMHz,BoostClockMHz,TdpWatts,Color,CoolingType,HdmiPortCount,DisplayPortCount,profile,URL
Gigabyte GV-R545OC-512I,$119.99+,Gigabyte,PCIe x16,None,N/A,1,1,Radeon HD 5450,0.5,DDR3,700,N/A,19,Black / Blue,1 Fan,1,0,Standard,https://pcpartpicker.com/product/vPqdnQ/gigabyte-video-card-gvr545oc512i
Gigabyte GV-R545-1GI,$89.99+,Gigabyte,PCIe x16,None,182,1,1,Radeon HD 5450,1,DDR3,650,N/A,19,Blue / Silver,1 Fan,1,0,Standard,https://pcpartpicker.com/product/qYxfrH/gigabyte-video-card-gvr5451gi
Palit StormX,N/A,Palit,PCIe x16,1 x PCIe 8-pin,168,2,2,GeForce GTX 1660 Ti,6,GDDR6,1500,1770,120,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/vVjJ7P/palit-geforce-gtx-1660-ti-6-gb-stormx-video-card-ne6166t018j9-161f
Asus GT610-2GD3-CSM,N/A,Asus,PCIe x16,None,185,1,2,GeForce GT 610,2,DDR3,810,N/A,29,Black / Blue,Fanless,1,0,Standard,https://pcpartpicker.com/product/DkYXsY/asus-video-card-gt6102gd3csm
Gigabyte GV-N660OC-2GD,N/A,Gigabyte,PCIe x16,None,256,2,2,GeForce GTX 660,2,GDDR5,1033,N/A,140,Black / Blue,2 Fans,1,1,Standard,https://pcpartpicker.com/product/yjTmP6/gigabyte-video-card-gvn660oc2gd
MSI GTX 960 2GD5T OC,N/A,MSI,PCIe x16,1 x PCIe 6-pin,273,2,2,GeForce GTX 960,2,GDDR5,1178,1241,120,Black / White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/nf7CmG/msi-video-card-gtx9602gd5toc
Asus STRIX,N/A,Asus,PCIe x16,1 x PCIe 8-pin,298,2,3,Radeon RX 580,8,GDDR5,1257,1360,185,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/hmM323/asus-radeon-rx-580-8gb-strix-video-card-rog-strix-rx580-8g-gaming
PowerColor Red Devil,N/A,PowerColor,PCIe x16,2 x PCIe 8-pin,316,2,3,Radeon RX VEGA 64,8,HBM2,1417,1607,295,Red / Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/gnNv6h/powercolor-radeon-rx-vega-64-8gb-red-devil-video-card-axrx-vega-64-8gbhbm2-2d2hoc
MSI VENTUS OC,N/A,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,268,2,3,GeForce RTX 2080,8,GDDR6,1515,1800,215,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/ztBTwP/msi-geforce-rtx-2080-8gb-ventus-oc-video-card-geforce-rtx-2080-ventus-8g-oc
Gigabyte MINI ITX OC,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,170,2,2,GeForce RTX 2060,6,GDDR6,1365,1695,160,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/QP448d/gigabyte-geforce-rtx-2060-6-gb-mini-itx-oc-video-card-gv-n2060ixoc-6gd
MSI GeForce RTX 2080 Ti LIGHTNING Z,N/A,MSI,PCIe x16,3 x PCIe 8-pin,328,2,2,GeForce RTX 2080 Ti,11,GDDR6,1350,1770,300,Black / Gold,3 Fans,1,3,Standard,https://pcpartpicker.com/product/BGQG3C/msi-geforce-rtx-2080-ti-11-gb-lightning-z-video-card-rtx-2080-ti-lightning-z
EVGA GAMING,N/A,EVGA,PCIe x16,1 x PCIe 8-pin,190,3,3,GeForce RTX 2060,6,GDDR6,1365,1680,160,Black / Silver,1 Fan,1,1,Standard,https://pcpartpicker.com/product/RHXnTW/evga-geforce-rtx-2060-6-gb-gaming-video-card-06g-p4-2060-kr
Zotac AMP Extreme,N/A,Zotac,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,308,2,3,GeForce RTX 2070 SUPER,8,GDDR6,1605,1830,215,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/RRTzK8/zotac-geforce-rtx-2070-super-8-gb-amp-extreme-video-card-zt-t20710b-10p
EVGA BLACK GAMING,N/A,EVGA,PCIe x16,1 x PCIe 8-pin,190,2,3,GeForce GTX 1660 SUPER,6,GDDR6,1530,1785,125,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/ByqBD3/evga-geforce-gtx-1660-super-6-gb-black-gaming-video-card-06g-p4-1061-kr
Palit StormX OC,N/A,Palit,PCIe x16,None,145,1,2,GeForce GTX 1650 G5,4,GDDR5,1485,1725,75,Black,1 Fan,1,0,Standard,https://pcpartpicker.com/product/pPcRsY/palit-geforce-gtx-1650-4-gb-stormx-oc-video-card-ne51650s06g1-1170f
Asus DUAL EVO OC V2,N/A,Asus,PCIe x16,1 x PCIe 8-pin,242,2,3,GeForce RTX 2070,8,GDDR6,1410,1740,185,Black,2 Fans,2,1,Standard,https://pcpartpicker.com/product/LdcRsY/asus-geforce-rtx-2070-8-gb-dual-evo-oc-v2-video-card-dual-rtx2070-o8g-evo-v2
Asus KO OC,N/A,Asus,PCIe x16,1 x PCIe 8-pin,275,2,3,GeForce RTX 3060 Ti,8,GDDR6,1410,1785,200,Black / Silver,2 Fans,2,3,Standard,https://pcpartpicker.com/product/xKCFf7/asus-geforce-rtx-3060-ti-8-gb-ko-oc-video-card-ko-rtx3060ti-o8g-gaming
XFX RX-68LMATFD8,N/A,XFX,PCIe x16,2 x PCIe 8-pin,267,2,2,Radeon RX 6800,16,GDDR6,1700,2105,250,Black / Silver,3 Fans,1,2,Standard,https://pcpartpicker.com/product/7BfFf7/xfx-radeon-rx-6800-16-gb-video-card-rx-68lmatfd8
Asus Noctua OC,N/A,Asus,PCIe x16,2 x PCIe 8-pin,310,2,5,GeForce RTX 3070 LHR,8,GDDR6,1500,1845,220,Brown / Black,2 Fans,2,3,Standard,https://pcpartpicker.com/product/H7ytt6/asus-geforce-rtx-3070-lhr-8-gb-noctua-oc-video-card-rtx3070-o8g-noctua
Zotac GAMING AMP Extreme Holo,$1799.99+,Zotac,PCIe x16,3 x PCIe 8-pin,356,2,3,GeForce RTX 3090,24,GDDR6X,1395,1815,420,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/P4wypg/zotac-geforce-rtx-3090-24-gb-gaming-amp-extreme-holo-video-card-zt-a30900b-10p
EVGA XC3 BLACK GAMING,$899.99+,EVGA,PCIe x16,2 x PCIe 8-pin,285,2,3,GeForce RTX 3080 10GB LHR,10,GDDR6X,1440,1710,320,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KhTp99/evga-geforce-rtx-3080-lhr-10-gb-xc3-black-gaming-video-card-10g-p5-3881-kl
MSI VENTUS 3X PLUS,N/A,MSI,PCIe x16,2 x PCIe 8-pin,305,2,3,GeForce RTX 3080 12GB LHR,12,GDDR6X,1260,1710,350,Black / Gray,3 Fans,1,3,Standard,https://pcpartpicker.com/product/tG6p99/msi-geforce-rtx-3080-12gb-lhr-12-gb-ventus-3x-plus-video-card-geforce-rtx-3080-ventus-3x-plus-12g-lhr
Palit StormX,N/A,Palit,PCIe x16,1 x PCIe 8-pin,170,2,2,GeForce RTX 3050 8GB,8,GDDR6,1550,1777,130,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/9Y7G3C/palit-geforce-rtx-3050-8gb-8-gb-stormx-video-card-ne63050019p1-190af
Gigabyte EAGLE,N/A,Gigabyte,PCIe x16,None,192,2,2,Radeon RX 6400,4,GDDR6,1923,N/A,53,Black / Silver,2 Fans,1,1,Standard,https://pcpartpicker.com/product/XpkWGX/gigabyte-radeon-rx-6400-4-gb-eagle-video-card-gv-r64eagle-4gd
PNY XLR8 Gaming REVEL EPIC-X RGB Dual Fan,N/A,PNY,PCIe x16,1 x PCIe 8-pin,247,2,2,GeForce RTX 3060 Ti LHR,8,GDDR6,1410,1665,200,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/9F6p99/pny-geforce-rtx-3060-ti-lhr-8-gb-xlr8-gaming-revel-epic-x-rgb-dual-fan-video-card-vcg3060t8ldfxppb
Inno3D Twin X2,N/A,Inno3D,PCIe x16,1 x PCIe 8-pin,250,2,2,GeForce RTX 4070,12,GDDR6X,1920,2475,200,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/2MvD4D/inno3d-twin-x2-geforce-rtx-4070-12-gb-video-card-n40702-126x-185252n
Gainward Pegasus,N/A,Gainward,PCIe x8,1 x PCIe 8-pin,170,2,2,GeForce RTX 4060,8,GDDR6,1830,2460,115,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/Kwqrxr/gainward-pegasus-geforce-rtx-4060-8-gb-pcie-x8-video-card-ne64060019p1-1070e
Yeston Sakura,N/A,Yeston,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,310,2,3,Radeon RX 6750 XT,12,GDDR6,2495,2600,250,White / Blue,3 Fans,1,3,Standard,https://pcpartpicker.com/product/8tQKHx/yeston-sakura-radeon-rx-6750-xt-12-gb-video-card-rx6750xt-12g-d6-yb
Gainward Panther OC,N/A,Gainward,PCIe x16,1 x PCIe 16-pin 12VHPWR,329,2,4,GeForce RTX 4070 Ti SUPER,16,GDDR6X,2340,2640,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/G9pQzy/gainward-panther-oc-geforce-rtx-4070-ti-super-16-gb-video-card-ned47tss19t2-1043z
Palit GamingPro V1,$2179.00+,Palit,PCIe x16,1 x PCIe 16-pin 12VHPWR,332,2,3,GeForce RTX 5070 Ti,16,GDDR7,2300,2452,300,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/cgm2FT/palit-gamingpro-v1-geforce-rtx-5070-ti-16-gb-video-card-ne7507t019t2-gb2031y
PNY ARGB EPIC-X RGB,N/A,PNY,PCIe x16,1 x PCIe 16-pin 12VHPWR,300,2,3,GeForce RTX 5070,12,GDDR7,2325,2512,250,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/JpBFf7/pny-argb-epic-x-rgb-geforce-rtx-5070-12-gb-video-card-vcg507012tfxxpb1
PNY VCQFX1800-PCIE-PB,N/A,PNY,PCIe x16,None,N/A,1,1,Quadro FX 1800,0.75,GDDR3,N/A,N/A,59,Black / Green,1 Fan,0,2,Standard,https://pcpartpicker.com/product/2hQypg/pny-video-card-vcqfx1800pciepb
EVGA XC BLACK GAMING,$435.00+,EVGA,PCIe x16,1 x PCIe 8-pin,190,3,3,GeForce GTX 1660 Ti,6,GDDR6,1500,1770,130,N/A,1 Fan,1,1,Standard,https://pcpartpicker.com/product/ychKHx/evga-geforce-gtx-1660-ti-6-gb-xc-black-gaming-video-card-06g-p4-1261-kr
PNY VCNVS810DVI-PB,$536.96+,PNY,PCIe x16,None,241,1,1,NVS 810,4,DDR3,1020,N/A,68,Black / Silver,1 Fan,0,8,Standard,https://pcpartpicker.com/product/WnL7YJ/pny-nvs-810-4gb-video-card-vcnvs810dvi-pb
XFX PVT98GYAF3,N/A,XFX,PCIe x16,None,N/A,1,1,GeForce 9800 GT,0.5,DDR3,550,N/A,30,Black,1 Fan,1,0,Standard,https://pcpartpicker.com/product/XPqdnQ/xfx-video-card-pvt98gyaf3
Palit StormX,$1289.00+,Palit,PCIe x16,1 x PCIe 8-pin,168,2,2,GeForce RTX 2060,6,GDDR6,1365,1680,160,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/ZcXnTW/palit-geforce-rtx-2060-6-gb-stormx-video-card-ne62060018j9-161f
Gigabyte GAMING,$399.00+,Gigabyte,PCIe x16,1 x PCIe 8-pin,278,2,2,GeForce GTX 1060 6GB,6,GDDR5,1506,1847,120,Black / Orange,2 Fans,1,3,Standard,https://pcpartpicker.com/product/p6Wrxr/gigabyte-geforce-gtx-1060-6gb-6gb-gaming-6g-rev-20-video-card-gv-n1060g1gam-6gd-r2
PNY VCQ4000-PB,$133.69 ,PNY,PCIe x16,None,N/A,1,1,Quadro 4000,2,GDDR5,N/A,N/A,142,Black / Silver,1 Fan,0,2,Standard,https://pcpartpicker.com/product/6kNp99/pny-video-card-vcq4000pb
EVGA SC2 Gaming iCX,$379.00+,EVGA,PCIe x16,1 x PCIe 8-pin,267,2,2,GeForce GTX 1080,8,GDDR5X,1708,1847,180,White / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Yh8H99/evga-geforce-gtx-1080-8gb-sc2-gaming-icx-video-card-08g-p4-6583-kr
Asus RX5700-8G,N/A,Asus,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,270,2,2,Radeon RX 5700,8,GDDR6,1465,1725,180,Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/2xrYcf/asus-radeon-rx-5700-8-gb-video-card-rx5700-8g
Gigabyte TURBO,$849.00+,Gigabyte,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,272,2,2,GeForce RTX 2080 SUPER,8,GDDR6,1650,1815,250,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/V4CFf7/gigabyte-geforce-rtx-2080-super-8-gb-turbo-video-card-gv-n208sturbo-8gc
Asus TUF GAMING OC,N/A,Asus,PCIe x16,2 x PCIe 8-pin,320,2,3,Radeon RX 6950 XT,16,GDDR6,1890,2324,335,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/ZPkWGX/asus-radeon-rx-6950-xt-16-gb-tuf-gaming-oc-video-card-tuf-rx6950xt-o16g-gaming
Gigabyte GV-R79XT-20GC-B,N/A,Gigabyte,PCIe x16,2 x PCIe 8-pin,276,2,3,Radeon RX 7900 XT,20,GDDR6,2000,2400,300,Black,3 Fans,1,2,Standard,https://pcpartpicker.com/product/Dhstt6/gigabyte-gv-r79xt-20gc-b-radeon-rx-7900-xt-20-gb-video-card-gv-r79xt-20gc-b
Asus STRIX GAMING,N/A,Asus,PCIe x16,1 x PCIe 16-pin 12VHPWR,339,2,4,GeForce RTX 4070,12,GDDR6X,1920,2505,200,Black,3 Fans,2,3,Standard,https://pcpartpicker.com/product/wJfxFT/asus-strix-gaming-geforce-rtx-4070-12-gb-video-card-rog-strix-rtx4070-12g-gaming
GALAX (1-click OC),N/A,GALAX,PCIe x16,1 x PCIe 8-pin,235,2,2,GeForce RTX 5060 Ti,8,GDDR7,2410,2602,180,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/RX2j4D/galax-1-click-oc-geforce-rtx-5060-ti-8-gb-video-card-56isn8mdcpct
Zotac ZT-50102-30P,N/A,Zotac,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,266,1,1,GeForce GTX 580,1.5,GDDR5,815,N/A,244,N/A,120 mm Radiator,1,0,Standard,https://pcpartpicker.com/product/RKrG3C/zotac-video-card-zt5010230p
Sapphire NITRO,N/A,Sapphire,PCIe x16,2 x PCIe 6-pin,238,2,2,Radeon R9 380,4,GDDR5,985,N/A,190,Black / Silver,2 Fans,1,1,Standard,https://pcpartpicker.com/product/gdX2FT/sapphire-video-card-100384nt4gocl
PowerColor Red Devil,N/A,PowerColor,PCIe x16,1 x PCIe 8-pin,310,2,2,Radeon RX 480,8,GDDR5,1120,1330,150,Black / Red,3 Fans,1,3,Standard,https://pcpartpicker.com/product/BZJkcf/powercolor-radeon-rx-480-8gb-red-devil-video-card-axrx-480-8gbd5-3dhoc
Sapphire NITRO+,N/A,Sapphire,PCIe x16,1 x PCIe 8-pin,240,2,2,Radeon RX 480,4,GDDR5,1208,1306,225,Black / Silver,2 Fans,2,2,Standard,https://pcpartpicker.com/product/f9cMnQ/sapphire-radeon-rx-480-4gb-nitro-4g-video-card-11260-02
MSI RADEON RX 460 2G OC,N/A,MSI,PCIe x16,None,172,2,2,Radeon RX 460,2,GDDR5,1090,1210,75,Black / White,1 Fan,1,1,Standard,https://pcpartpicker.com/product/tQPzK8/msi-radeon-rx-460-2gb-video-card-radeon-rx-460-2g-oc
MSI GAMING X,N/A,MSI,PCIe x16,1 x PCIe 8-pin,276,2,2,Radeon RX 480,4,GDDR5,1120,1316,150,Black / Red,2 Fans,2,2,Standard,https://pcpartpicker.com/product/84M323/msi-radeon-rx-480-4gb-gaming-x-video-card-radeon-rx-480-gaming-x-4g
EVGA SC GAMING,N/A,EVGA,PCIe x16,None,145,2,2,GeForce GTX 1050,2,GDDR5,1417,1531,75,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/cCDzK8/evga-geforce-gtx-1050-2gb-sc-gaming-video-card-02g-p4-6152-kr
Sapphire NITRO+,N/A,Sapphire,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,260,2,2,Radeon RX 580,4,GDDR5,1257,1411,235,Black,2 Fans,2,2,Standard,https://pcpartpicker.com/product/dTfmP6/sapphire-radeon-rx-580-4gb-nitro-video-card-11265-07
Gigabyte G1 ROCK,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,294,2,2,GeForce GTX 1070,8,GDDR5,1607,1797,150,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/2Pp323/gigabyte-geforce-gtx-1070-8gb-g1-rock-video-card-gv-n1070g1-rock-8gd
Asus GT710-SL-2GD5,N/A,Asus,PCIe x16,None,167,1,1,GeForce GT 710,2,GDDR5,954,N/A,19,Blue / Silver,Fanless,1,0,Standard,https://pcpartpicker.com/product/dKwqqs/asus-geforce-gt-710-2gb-video-card-gt710-sl-2gd5
EVGA Black Edition,N/A,EVGA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,270,2,2,GeForce GTX 1080 Ti,11,GDDR5X,1480,1582,250,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/xyvZxr/evga-geforce-gtx-1080-ti-11gb-black-edition-video-card-11g-p4-6391-kr
KFA2 OC,N/A,KFA2,PCIe x16,1 x PCIe 6-pin,228,2,2,GeForce GTX 1060 6GB,6,GDDR5,1518,1733,120,White / Gray,2 Fans,1,1,Standard,https://pcpartpicker.com/product/tvDJ7P/kfa2-geforce-gtx-1060-6gb-6gb-oc-video-card-60nrh7dsl9ok
Inno3D iChill,N/A,Inno3D,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,303,2,3,GeForce GTX 1080 Ti,11,GDDR5X,1607,1721,250,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/t6PKHx/inno3d-geforce-gtx-1080-ti-11gb-video-card-c108t4-1sdn-q6mnx
Sapphire 21275-03-20G,N/A,Sapphire,PCIe x16,2 x PCIe 8-pin,272,2,2,Radeon RX VEGA 64,8,HBM2,1247,1546,295,Black / Red,1 Fan,1,3,Standard,https://pcpartpicker.com/product/dCndnQ/sapphire-radeon-rx-vega-64-8-gb-video-card-21275-03-20g
MSI ARMOR OC,$525.96+,MSI,PCIe x16,1 x PCIe 8-pin,243,2,2,GeForce GTX 1660 Ti,6,GDDR6,1500,1860,120,Black / White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/FdBTwP/msi-geforce-gtx-1660-ti-6-gb-armor-oc-video-card-gtx-1660-ti-armor-6g-oc
Gigabyte MINI ITX OC,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,170,2,2,GeForce GTX 1660 Ti,6,GDDR6,1500,1785,120,Black / Gray,1 Fan,1,3,Standard,https://pcpartpicker.com/product/4CNv6h/gigabyte-geforce-gtx-1660-ti-6-gb-mini-itx-oc-video-card-gv-n166tixoc-6gd
Zotac GAMING AMP,N/A,Zotac,PCIe x16,1 x PCIe 8-pin,N/A,2,2,GeForce GTX 1660 Ti,6,GDDR6,1500,1860,130,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/sZhKHx/zotac-geforce-gtx-1660-ti-6-gb-gaming-amp-video-card-zt-t16610d-10m
Gigabyte GeForce RTX 2060 GAMING OC PRO WHITE 6G,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,280,2,2,GeForce RTX 2060,6,GDDR6,1680,1830,160,White / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/vFQG3C/gigabyte-geforce-rtx-2060-6-gb-gaming-oc-pro-white-video-card-gv-n2060gamingoc-pro-white-6gd
Gigabyte MINI ITX OC,N/A,Gigabyte,PCIe x16,None,152,2,2,GeForce GTX 1650 G5,4,GDDR5,1665,1680,75,Black / Silver,1 Fan,2,1,Standard,https://pcpartpicker.com/product/HNXnTW/gigabyte-geforce-gtx-1650-4-gb-mini-itx-oc-video-card-gv-n1650ixoc-4gd
Asus DUAL EVO,N/A,Asus,PCIe x16,1 x PCIe 8-pin,267,2,3,GeForce RTX 2060 SUPER,8,GDDR6,1500,1680,175,Black,2 Fans,2,2,Standard,https://pcpartpicker.com/product/4Jxbt6/asus-geforce-rtx-2060-super-8-gb-dual-evo-video-card-dual-rtx2060s-8g-evo
Asus STRIX GAMING Advanced,N/A,Asus,PCIe x16,2 x PCIe 8-pin,300,2,3,GeForce RTX 2080 SUPER,8,GDDR6,1650,1860,250,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/sKZzK8/asus-geforce-rtx-2080-super-8-gb-strix-gaming-advanced-video-card-rog-strix-rtx2080s-a8g-gaming
MSI MECH,N/A,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,232,2,3,Radeon RX 5700 XT,8,GDDR6,1605,1905,225,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/JQqBD3/msi-radeon-rx-5700-xt-8-gb-mech-video-card-radeon-rx-5700-xt-mech
Zotac GAMING Low Profile,N/A,Zotac,PCIe x16,None,160,2,2,GeForce GTX 1650 G5,4,GDDR5,1485,1665,75,Black,2 Fans,1,1,Low,https://pcpartpicker.com/product/W6848d/zotac-geforce-gtx-1650-4-gb-gaming-low-profile-video-card-zt-t16500h-10l
MSI GAMING X,N/A,MSI,PCIe x16,2 x PCIe 8-pin,297,2,3,Radeon RX 5700,8,GDDR6,1610,1750,225,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/nd9tt6/msi-radeon-rx-5700-8-gb-gaming-x-video-card-radeon-rx-5700-gaming-x
Asus DUAL EVO OC,N/A,Asus,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,3,GeForce RTX 2080,8,GDDR6,1515,1830,215,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/WNQfrH/asus-geforce-rtx-2080-8-gb-dual-evo-oc-video-card-dual-rtx2080-o8g-evo
XFX DD,N/A,XFX,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,293,2,3,Radeon RX 5700 XT,8,GDDR6,1605,1905,225,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/XfLwrH/xfx-radeon-rx-5700-xt-8-gb-double-dissipation-video-card-rx-57xt82ld6
PNY XLR8 Gaming EPIC-X RGB,N/A,PNY,PCIe x16,2 x PCIe 8-pin,294,2,3,GeForce RTX 3090,24,GDDR6X,1395,1695,350,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/Xs2bt6/pny-geforce-rtx-3090-24-gb-xlr8-gaming-epic-x-rgb-video-card-vcg309024tfxppb
Asus STRIX GAMING OC,N/A,Asus,PCIe x16,2 x PCIe 8-pin,320,2,3,Radeon RX 6800,16,GDDR6,1700,2190,250,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/3RfFf7/asus-radeon-rx-6800-16-gb-strix-gaming-oc-video-card-rog-strix-rx6800-o16g-gaming
Gainward Phoenix,N/A,Gainward,PCIe x16,2 x PCIe 8-pin,294,2,3,GeForce RTX 3080 Ti,12,GDDR6X,1365,1665,350,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/CqNxFT/gainward-geforce-rtx-3080-ti-12-gb-phoenix-video-card-ned308t019kb-132ax
Palit GamingPro OC,N/A,Palit,PCIe x16,2 x PCIe 8-pin,294,2,3,GeForce RTX 3070 LHR,8,GDDR6,1500,1770,220,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/ZQgFf7/palit-geforce-rtx-3070-lhr-8-gb-gamingpro-oc-video-card-ne63070s19p2-1041a
Gigabyte GAMING,N/A,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,331,2,4,GeForce RTX 3090 Ti,24,GDDR6X,1560,1860,450,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/xXqPxr/gigabyte-geforce-rtx-3090-ti-24-gb-gaming-video-card-gv-n309tgaming-24gd
Gigabyte AORUS ELITE,N/A,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,342,2,4,GeForce RTX 4070 Ti,12,GDDR6X,2310,2655,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/dKPQzy/gigabyte-aorus-elite-geforce-rtx-4070-ti-12-gb-video-card-gv-n407taorus-e-12gd
MSI SUPRIM,N/A,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,336,3,4,GeForce RTX 4090,24,GDDR6X,2235,2610,480,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/D8Kscf/msi-suprim-geforce-rtx-4090-24-gb-video-card-rtx-4090-suprim-24g
MSI GAMING X TRIO 8GD6X,N/A,MSI,PCIe x16,2 x PCIe 8-pin,323,2,3,GeForce RTX 3060 Ti,8,GDDR6X,1410,1845,265,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/4QdG3C/msi-gaming-x-trio-8gd6x-geforce-rtx-3060-ti-8-gb-video-card-rtx-3060-ti-gaming-x-trio-8gd6x
EVGA XC BLACK GAMING,N/A,EVGA,PCIe x16,1 x PCIe 8-pin,268,2,2,GeForce RTX 2060 12GB,12,GDDR6,1470,1650,185,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/hyzhP6/evga-xc-black-gaming-geforce-rtx-2060-12gb-12-gb-video-card-12g-p4-2261-kr
MSI GAMING TRIO,N/A,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,338,2,3,GeForce RTX 5070,12,GDDR7,2160,2527,250,White,3 Fans,1,3,Standard,https://pcpartpicker.com/product/qrvscf/msi-gaming-trio-geforce-rtx-5070-12-gb-video-card-rtx-5070-12g-gaming-trio-white
Acer Predator BiFrost OC,N/A,Acer,PCIe x16,1 x PCIe 8-pin,267,2,2,Radeon RX 7600,8,GDDR6,1720,2725,165,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/rJBzK8/acer-predator-bifrost-oc-radeon-rx-7600-8-gb-video-card-apbf-arx7600-8g-oc
Inno3D iChill X3,N/A,Inno3D,PCIe x16,1 x PCIe 16-pin 12VHPWR,334,3,3,GeForce RTX 4090,24,GDDR6X,2235,2580,450,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/nkVmP6/inno3d-ichill-x3-geforce-rtx-4090-24-gb-video-card-c40903-246xx-1833va47
EVGA 01G-P3-1526-KR,$84.00 ,EVGA,PCIe x16,None,144,1,1,GeForce GT 520,1,DDR3,810,N/A,29,Black,1 Fan,1,0,Standard,https://pcpartpicker.com/product/QnR48d/evga-video-card-01gp31526kr
PowerColor AXRX 560 4GBD5-DHA,$275.00+,PowerColor,PCIe x16,None,225,2,2,Radeon RX 560 - 896,4,GDDR5,115,1176,75,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/sJVD4D/powercolor-radeon-rx-560-896-4gb-video-card-axrx-560-4gbd5-dha
Gainward Phantom GS,N/A,Gainward,PCIe x16,1 x PCIe 16-pin 12VHPWR,329,3,4,GeForce RTX 4080,16,GDDR6X,2205,2640,320,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/qvH7YJ/gainward-phantom-gs-geforce-rtx-4080-16-gb-video-card-ned4080s19t2-1030p
