name,price,manufacturer,size,eps8PinCount,pcie6Plus2PinCount,pcie12PinCount,pcie16Pin12VHPWRCount,sataCount,lengthMm,atx4PinCount,pcie6PinCount,pcie8PinCount,ampMolex4PinCount,outputWattage,efficiencyRating,modularity,color,isFanless,URL
SeaSonic PRIME PX-1300,$770.00+,SeaSonic,ATX,2,12,0,0,12,170,0,0,0,5,1300,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/s2ZFf7/seasonic-prime-px-1300-w-80-platinum-certified-fully-modular-atx-power-supply-ssr-1300pd
Corsair TX550M Gold,N/A,Corsair,ATX,1,2,0,0,5,140,0,0,0,4,550,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/dDH48d/corsair-tx550m-gold-550-w-80-gold-certified-semi-modular-atx-power-supply-cp-9020133-na
Raidmax Cobra,N/A,Raidmax,ATX,2,4,0,1,9,140,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/wLsMnQ/raidmax-cobra-650-w-80-gold-certified-fully-modular-atx-power-supply-rx-650aem
be quiet! System Power 11 U,N/A,be quiet!,ATX,1,2,0,1,5,140,1,0,0,1,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/xnG2FT/be-quiet-system-power-11-u-650-w-80-bronze-certified-atx-power-supply-bp011us
Phanteks AMP GH,N/A,Phanteks,ATX,2,3,0,1,10,140,0,0,0,2,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/GJMXsY/phanteks-amp-gh-750-w-80-gold-certified-fully-modular-atx-power-supply-ph-p750gh_bk01
Corsair CX600,N/A,Corsair,ATX,1,2,0,0,6,139,0,0,0,4,600,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/Cfw323/corsair-cx600-600-w-80-bronze-certified-atx-power-supply-cx600
Deepcool PL650D,N/A,Deepcool,ATX,1,3,0,1,6,140,0,0,0,2,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/8cLdnQ/deepcool-pl650d-650-w-80-bronze-certified-atx-power-supply-r-pl650d-fc0b-us
Corsair SF1000L,N/A,Corsair,SFX,2,5,0,1,8,130,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/GMbRsY/corsair-sf1000l-1000-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020246-na
ADATA XPG PYLON,N/A,ADATA,ATX,1,4,0,0,8,140,0,0,0,1,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/Gv848d/adata-xpg-pylon-750-w-80-bronze-certified-atx-power-supply-pylon750b-bkcus
Lian Li SP1000P,$184.99 ,Lian Li,SFX,2,3,0,1,5,100,0,0,0,2,1000,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/b8wD4D/lian-li-sp1000p-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-sp1000pw
ADATA XPG Core Reactor II VE,N/A,ADATA,ATX,2,3,0,1,6,140,0,0,0,2,750,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/dLTZxr/adata-xpg-core-reactor-ii-ve-750-w-80-gold-certified-fully-modular-atx-power-supply-corereactoriive750g-bkcus
be quiet! System Power 9 700 CM,$211.22+,be quiet!,ATX,1,4,0,0,10,140,0,0,0,2,700,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/HHRgXL/be-quiet-system-power-9-cm-700-w-80-bronze-certified-semi-modular-atx-power-supply-bn303
Asus TUF Gaming B,$66.98 ,Asus,ATX,1,2,0,0,5,150,0,0,0,4,550,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/RkjBD3/asus-tuf-gaming-b-550-w-80-bronze-certified-atx-power-supply-tuf-gaming-550b
Gigabyte UD1000GM PG5 (rev. 2.0),N/A,Gigabyte,ATX,2,4,0,1,8,140,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/4fV2FT/gigabyte-ud1000gm-pg5-rev-20-1000-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud1000gm-pg5-20
be quiet! System Power 9 CM,$208.00+,be quiet!,ATX,1,2,0,0,5,140,0,0,0,2,400,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/fwvdnQ/be-quiet-system-power-9-cm-400-w-80-bronze-certified-semi-modular-atx-power-supply-bn300
Corsair VS350,N/A,Corsair,ATX,1,1,0,0,4,140,0,1,0,3,350,80+,No,Black,FALSE,https://pcpartpicker.com/product/fYGnTW/corsair-vs350-350-w-80-certified-atx-power-supply-cp-9020052-eu
SAMA P1000,$129.99 ,SAMA,ATX,2,3,0,1,8,150,0,0,0,4,1000,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/CsxTwP/sama-p1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-p1000-bkpff001-us
Phanteks AMP GH,N/A,Phanteks,ATX,2,4,0,1,14,140,0,0,0,2,1000,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/qZV2FT/phanteks-amp-gh-1000-w-80-platinum-certified-fully-modular-atx-power-supply-ph-p1000gh_bk01
SHARKOON Rebel P20 850,N/A,SHARKOON,ATX,2,4,0,1,11,140,0,0,0,1,850,N/A,Full,Black,FALSE,https://pcpartpicker.com/product/7L3NnQ/sharkoon-rebel-p20-850-850-w-fully-modular-atx-power-supply-rebel-p20-850
EVGA SuperNOVA 650 G2,N/A,EVGA,ATX,2,2,0,0,9,165,0,2,0,6,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/9q4NnQ/evga-supernova-650-g2-650-w-80-gold-certified-fully-modular-atx-power-supply-220-g2-0650-y1
EVGA SuperNOVA 1000 P2,$399.99+,EVGA,ATX,2,6,0,0,10,200,0,2,0,5,1000,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/dJ6BD3/evga-supernova-1000-p2-1000-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-1000-xr
Corsair SF850L,N/A,Corsair,SFX,2,4,0,1,8,130,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/LxsV3C/corsair-sf850l-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020245-na
EVGA 450 BR,$139.99 ,EVGA,ATX,1,2,0,0,6,140,0,0,0,3,450,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/xDMwrH/evga-450-br-450-w-80-bronze-certified-atx-power-supply-100-br-0450-k1
Corsair RM550x,N/A,Corsair,ATX,1,2,0,0,6,160,0,0,0,4,550,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/3zNypg/corsair-rm550x-550-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020090-na
GameMax GX Pro Rampage,$79.98 ,GameMax,ATX,2,4,0,1,10,160,0,0,0,3,1050,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/J44Zxr/gamemax-gx-pro-rampage-1050-w-80-platinum-certified-fully-modular-atx-power-supply-gx-1050-pro-wt
Vetroo CP-PSU-VT-850W-SFX (WT),$119.99 ,Vetroo,SFX,2,4,0,1,4,100,0,0,0,3,850,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/M2ZWGX/vetroo-cp-psu-vt-850w-sfx-wt-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-wt
be quiet! SFX L Power,N/A,be quiet!,SFX,1,4,0,0,6,130,0,0,0,3,500,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/vJx2FT/be-quiet-sfx-l-power-500-w-80-gold-certified-fully-modular-sfx-power-supply-bn214
Corsair CX500M,N/A,Corsair,ATX,1,2,0,0,5,140,0,0,0,4,500,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/PHCwrH/corsair-cx500m-500-w-80-bronze-certified-semi-modular-atx-power-supply-cx500m
Corsair CX750M (2025),$89.99 ,Corsair,ATX,2,4,0,1,8,140,0,0,0,1,750,N/A,Semi,Black,FALSE,https://pcpartpicker.com/product/RxNscf/corsair-cx750m-2025-750-w-semi-modular-atx-power-supply-cp-9020311-na
Asus ROG Strix,N/A,Asus,ATX,2,3,0,1,6,160,0,0,0,3,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/VKBFf7/asus-rog-strix-850-w-80-platinum-certified-fully-modular-atx-power-supply-90ye00w2-b0na00
Asus TUF Gaming,N/A,Asus,ATX,2,4,0,0,8,150,0,0,0,4,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/GwkWGX/asus-tuf-gaming-750-w-80-bronze-certified-atx-power-supply-tuf-gaming-750b
ASRock Taichi TC-1300T,$319.99 ,ASRock,ATX,2,8,0,2,12,180,0,0,0,6,1300,80+ Titanium,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/XZBzK8/asrock-taichi-tc-1300t-1300-w-80-titanium-certified-fully-modular-atx-power-supply-tc-1300t
EVGA 650 BQ,$148.99+,EVGA,ATX,1,2,0,0,7,140,0,2,0,3,650,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/8RvZxr/evga-650-bq-650-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0650-v1
GameMax RGB Rainbow,N/A,GameMax,ATX,1,1,0,0,6,165,0,0,0,3,550,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CRkgXL/gamemax-rgb-550-w-80-gold-certified-fully-modular-atx-power-supply-rgb-550
SeaSonic FOCUS GX-1000 ATX 3.0,N/A,SeaSonic,ATX,2,3,0,1,10,140,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/W2zXsY/seasonic-focus-gx-1000-atx-30-1000-w-80-gold-certified-fully-modular-atx-power-supply-atx3-focus-gx-1000
Corsair SF600 (2016),N/A,Corsair,SFX,1,4,0,0,4,100,0,0,0,1,600,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CQ648d/corsair-sf600-2016-600-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020105-na
Corsair VS550 (2018),N/A,Corsair,ATX,1,2,0,0,6,125,0,0,0,4,550,80+,No,N/A,FALSE,https://pcpartpicker.com/product/jZ22FT/corsair-vs550-2018-550-w-80-certified-atx-power-supply-cp-9020171-na
be quiet! Pure Power 9 CM,$224.00+,be quiet!,ATX,1,4,0,0,10,140,0,0,0,2,600,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/MsQcCJ/be-quiet-pure-power-9-cm-600-w-80-bronze-certified-semi-modular-atx-power-supply-bn302
Azza PSAZ-650W,$59.99 ,Azza,ATX,1,2,0,0,5,165,0,0,0,2,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/vtyH99/azza-psaz-650w-650-w-80-bronze-certified-atx-power-supply-psaz-650w
MSI MAG A650BNL,N/A,MSI,ATX,2,2,0,0,5,140,0,0,0,2,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/MvyH99/msi-mag-a650bnl-650-w-80-bronze-certified-atx-power-supply-mag-a650bnl
Corsair RM750,$218.40+,Corsair,ATX,1,4,0,0,8,180,0,0,0,7,750,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/47mLrH/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-rm750
GAMDIAS HELIOS P2-850G,$89.99 ,GAMDIAS,ATX,2,4,0,1,6,140,0,0,0,3,850,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/Nsh2FT/gamdias-helios-p2-850g-850-w-80-gold-certified-atx-power-supply-helios-p2-850g
SeaSonic FOCUS Gold,N/A,SeaSonic,ATX,1,2,0,0,8,140,0,0,0,3,750,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/gWbwrH/seasonic-focus-gold-750w-80-gold-certified-semi-modular-atx-power-supply-ssr-750fm
Thermalright TG,N/A,Thermalright,ATX,1,4,0,1,10,140,0,0,0,5,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/87MMnQ/thermalright-tg-850-w-80-gold-certified-fully-modular-atx-power-supply-tg-850
be quiet! Pure Power 11,N/A,be quiet!,ATX,1,1,0,0,4,150,0,0,0,2,300,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/HzrmP6/be-quiet-pure-power-11-300-w-80-gold-certified-atx-power-supply-bn290
Super Flower LEADEX VII XG,$139.99 ,Super Flower,ATX,2,4,0,1,12,150,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/RdHqqs/super-flower-leadex-vii-xg-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14xg
EVGA SuperNOVA 850 GA,$299.99+,EVGA,ATX,2,6,0,0,9,150,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/j6NgXL/evga-supernova-850-ga-850-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0850-x1
Silverstone DA750R-GMA,N/A,Silverstone,ATX,2,4,0,1,8,140,0,0,0,4,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/QMgrxr/silverstone-da750r-gma-750-w-80-gold-certified-fully-modular-atx-power-supply-sst-da750r-gma-www
ADATA XPG KYBER,N/A,ADATA,ATX,2,2,0,1,6,140,0,0,0,2,750,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/vN26Mp/adata-xpg-kyber-750-w-80-gold-certified-atx-power-supply-kyber750g-bkcus
be quiet! Straight Power 11 750W,N/A,be quiet!,ATX,2,4,0,0,11,170,0,0,0,8,750,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/9htQzy/be-quiet-straight-power-11-750w-80-gold-certified-fully-modular-atx-power-supply-bn283
Lian Li SX0850P,$119.99 ,Lian Li,ATX,2,4,0,1,8,140,0,0,0,4,850,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/3tBFf7/lian-li-sx0850p-850-w-80-platinum-certified-fully-modular-atx-power-supply-sx0850pw
FSP Group FSP400-60FGGBA,$99.99 ,FSP Group,Flex ATX,1,0,0,0,4,150,0,0,1,2,400,80+ Gold,No,Silver,FALSE,https://pcpartpicker.com/product/m4nG3C/fsp-group-fsp400-60fggba-400-w-80-gold-certified-flex-atx-power-supply-fsp400-60fggba
Corsair RM750x SHIFT,$154.99 ,Corsair,ATX,2,3,0,1,12,160,0,0,0,4,750,80+ Gold,Full / Side,Black,FALSE,https://pcpartpicker.com/product/bGJp99/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020251-na
Gigabyte P-B,N/A,Gigabyte,ATX,1,4,0,0,6,140,0,0,0,3,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/HbfhP6/gigabyte-p-b-650-w-80-bronze-certified-atx-power-supply-gp-p650b
Asus ROG STRIX 1000G,$199.99 ,Asus,ATX,2,6,0,0,8,160,0,0,0,6,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Nj3mP6/asus-rog-strix-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-1000g
Enhance ENP-7660,N/A,Enhance,Flex ATX,1,2,0,0,4,150,0,0,0,3,600,80+ Platinum,No,Silver,FALSE,https://pcpartpicker.com/product/YXm323/enhance-600-w-80-platinum-certified-flex-atx-power-supply-enp-7660
Thermaltake TR2 S,N/A,Thermaltake,ATX,1,2,0,0,5,140,0,0,0,4,600,80+,No,Black,FALSE,https://pcpartpicker.com/product/VvbRsY/thermaltake-tr2-s-600-w-80-certified-atx-power-supply-ps-trs-0600npcweu-2
Phanteks AMP GH,N/A,Phanteks,ATX,2,3,0,1,10,140,0,0,0,2,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/wY9nTW/phanteks-amp-gh-850-w-80-gold-certified-fully-modular-atx-power-supply-ph-p850gh_bk01
Corsair RM1000e (2022),$299.99+,Corsair,ATX,2,6,0,0,7,140,0,0,0,4,1000,80+ Gold,Good price,Black,FALSE,https://pcpartpicker.com/product/KnYmP6/corsair-rm1000e-2022-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020250-na
Super Flower Leadex,N/A,Super Flower,ATX,2,14,0,0,10,200,0,0,0,5,2000,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/NNcMnQ/super-flower-leadex-2000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-2000f14hp
be quiet! System Power 11 U,N/A,be quiet!,ATX,2,4,0,1,6,140,0,0,0,1,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/khjv6h/be-quiet-system-power-11-u-750-w-80-bronze-certified-atx-power-supply-bp012us
Asus Prime,N/A,Asus,ATX,2,3,0,0,6,150,0,0,0,3,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/t2zp99/asus-prime-750-w-80-bronze-certified-atx-power-supply-prime-750b-black
EVGA SuperNOVA 650 GA,$229.00+,EVGA,ATX,1,6,0,0,9,150,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Xsn8TW/evga-supernova-650-ga-650-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0650-x1
be quiet! System Power 11 U,N/A,be quiet!,ATX,1,2,0,1,5,140,1,0,0,1,550,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/8L7MnQ/be-quiet-system-power-11-u-550-w-80-bronze-certified-atx-power-supply-bp010us
Rosewill VMG,$109.99 ,Rosewill,ATX,2,3,0,1,8,140,0,0,0,4,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/wmWmP6/rosewill-vmg-1000-w-80-gold-certified-fully-modular-atx-power-supply-vmg1000
SeaSonic Focus GX V4 ATX 3 (2024),$129.99 ,SeaSonic,ATX,2,2,0,1,8,140,0,0,0,3,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/BkCZxr/seasonic-focus-gx-v4-atx-3-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750-v4-white
Aerocool Integrator,N/A,Aerocool,ATX,1,1,0,0,6,140,0,0,0,3,500,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/MXJmP6/aerocool-integrator-500-w-80-bronze-certified-atx-power-supply-acp-i500hg
Lian Li SX1200P,$159.99 ,Lian Li,ATX,2,5,0,1,8,140,0,0,0,4,1200,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/V7qNnQ/lian-li-sx1200p-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sx1200pw
Azza PSAZ-750W,$74.98+,Azza,ATX,1,4,0,0,5,165,0,0,0,2,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/XzdG3C/azza-psaz-750w-750-w-80-bronze-certified-atx-power-supply-psaz-750w
SeaSonic FOCUS GX,N/A,SeaSonic,ATX,2,6,0,0,10,140,0,0,0,5,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/7v3mP6/seasonic-focus-gx-850-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-850
Lian Li SX0850P,$119.99 ,Lian Li,ATX,2,4,0,1,8,140,0,0,0,4,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/FGRnTW/lian-li-sx0850p-850-w-80-platinum-certified-fully-modular-atx-power-supply-sx0850pb
Cooler Master G800,N/A,Cooler Master,ATX,2,4,0,0,6,140,0,0,0,3,800,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/zDTp99/cooler-master-g800-800-w-80-gold-certified-atx-power-supply-mpw-8001-acaag-us
be quiet! Pure Power 12 M,N/A,be quiet!,ATX,1,2,0,1,5,160,0,0,0,2,550,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Tv6NnQ/be-quiet-pure-power-12-m-550-w-80-gold-certified-fully-modular-atx-power-supply-bn502
SeaSonic FOCUS GX,N/A,SeaSonic,ATX,2,4,0,0,10,140,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/RzfFf7/seasonic-focus-gx-650-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-650
EVGA SuperNOVA 750 GA,N/A,EVGA,ATX,2,3,0,0,6,150,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/4ZFKHx/evga-supernova-750-ga-750-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0750-x1
Antec GSK ATX3.1,N/A,Antec,ATX,2,4,0,1,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/63hv6h/antec-gsk-atx31-850-w-80-gold-certified-fully-modular-atx-power-supply-0-761345-20047-9
Deepcool PF750 230V,N/A,Deepcool,ATX,2,4,0,0,6,140,0,0,0,2,750,80+,No,Black,FALSE,https://pcpartpicker.com/product/FKqrxr/deepcool-pf750-230v-750-w-80-certified-atx-power-supply-r-pf750d-ha0b-us
Silverstone DA850R-GMA,N/A,Silverstone,ATX,2,4,0,1,8,140,0,0,0,4,850,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/3BJp99/silverstone-da850r-gma-850-w-80-gold-certified-fully-modular-atx-power-supply-sst-da850r-gma-www
ASRock Phantom Gaming PG-1000G,$149.99 ,ASRock,ATX,2,5,0,1,9,150,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/MDCZxr/asrock-phantom-gaming-pg-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-pg-1000g
be quiet! Straight Power 12,$98.49+,be quiet!,ATX,2,4,0,1,9,160,0,0,0,2,750,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/fmxxFT/be-quiet-straight-power-12-750-w-80-platinum-certified-fully-modular-atx-power-supply-bn336
Segotep GM,N/A,Segotep,ATX,2,4,0,1,8,140,0,0,0,3,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/6Pn9TW/segotep-gm-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-gm750
Corsair CX750M V2 (2017 Edition),N/A,Corsair,ATX,1,4,0,0,8,140,0,0,0,6,750,80+ Bronze,Semi,Black / White,FALSE,https://pcpartpicker.com/product/JFc48d/corsair-cx750m-v2-2017-edition-750-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020154-na
Super Flower LEADEX VII XG,$159.99 ,Super Flower,ATX,2,4,0,1,12,150,0,0,0,4,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/9MV2FT/super-flower-leadex-vii-xg-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14xg
Corsair RM850x (2018),$309.00+,Corsair,ATX,2,6,0,0,10,150,0,0,0,8,850,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/dnhKHx/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020188-na
Corsair RM650 (2023),N/A,Corsair,ATX,2,2,0,0,7,140,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/GdwmP6/corsair-rm650-2023-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020280-na
Chieftec Vega M,N/A,Chieftec,ATX,2,4,0,1,6,150,0,0,0,3,850,80+ Gold,Full,Black / Blue,FALSE,https://pcpartpicker.com/product/tbcBD3/chieftec-vega-m-850-w-80-gold-certified-fully-modular-atx-power-supply-ppg-850-c
FSP Group VITA-750GM,N/A,FSP Group,ATX,2,4,0,1,8,140,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/37jRsY/fsp-group-vita-750gm-750-w-80-gold-certified-fully-modular-atx-power-supply-vita-750gm
MSI MAG A850GN PCIE5,N/A,MSI,ATX,2,2,0,1,4,140,0,0,0,2,850,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/g2m2FT/msi-mag-a850gn-pcie5-850-w-80-gold-certified-atx-power-supply-mag-a850gn-pcie5
Cooler Master V650 SFX GOLD,N/A,Cooler Master,SFX,2,4,0,0,8,100,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/DhRgXL/cooler-master-v650-sfx-gold-650-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-6501-sfhagv-us
Thermaltake Toughpower SFX,$139.99 ,Thermaltake,SFX,2,2,0,1,8,104,0,0,0,4,750,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/Qg88TW/thermaltake-toughpower-sfx-750-w-80-platinum-certified-fully-modular-sfx-power-supply-ps-stp-0750fnfapu-1
FSP Group VITA-1000GM,N/A,FSP Group,ATX,2,4,0,1,8,140,0,0,0,4,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/VktLrH/fsp-group-vita-1000gm-1000-w-80-gold-certified-fully-modular-atx-power-supply-vita-1000gm
ASRock Challenger CL-750B,$64.99 ,ASRock,ATX,2,2,0,1,4,140,0,0,0,2,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/xNLdnQ/asrock-challenger-cl-750b-750-w-80-bronze-certified-atx-power-supply-cl-750b
Gigabyte P750BS (230V),N/A,Gigabyte,ATX,2,4,0,0,7,140,0,0,0,1,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/L8wD4D/gigabyte-p750bs-230v-750-w-80-bronze-certified-atx-power-supply-gp-p750bs
Deepcool PF700 230V,N/A,Deepcool,ATX,2,4,0,0,6,140,0,0,0,2,700,80+,No,Black,FALSE,https://pcpartpicker.com/product/QGJp99/deepcool-pf700-230v-700-w-80-certified-atx-power-supply-r-pf700d-ha0b-us
Corsair HX750 Platinum,N/A,Corsair,ATX,2,4,0,0,16,180,0,0,0,4,750,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/LkM323/corsair-hx750-platinum-750-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020137-na
Corsair HX1200i,$405.00+,Corsair,ATX,2,6,0,0,12,200,0,0,0,12,1200,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/dFdFf7/corsair-hx1200i-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020070-na
Corsair RM650,$229.99 ,Corsair,ATX,2,4,0,0,10,160,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CRC48d/corsair-rm650-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020233-na
Mars Gaming MPIII750,N/A,Mars Gaming,ATX,1,2,0,0,6,145,0,0,0,2,750,N/A,No,Black,FALSE,https://pcpartpicker.com/product/NVxxFT/mars-gaming-mpiii750-750-w-atx-power-supply-mpiii750
SeaSonic PRIME PX-1600 ATX 3.0,$452.96 ,SeaSonic,ATX,3,6,0,2,18,210,0,0,0,3,1600,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/jWrqqs/seasonic-prime-px-1600-atx-30-1600-w-80-platinum-certified-fully-modular-atx-power-supply-atx3-prime-px-1600
PowerSpec PS 650BSM,N/A,PowerSpec,ATX,1,2,0,0,6,160,0,0,0,4,650,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/44snTW/powerspec-650-w-80-bronze-certified-semi-modular-atx-power-supply-ps-650bsm
ARESGAME AGV,N/A,ARESGAME,ATX,2,4,0,0,6,140,0,0,0,3,750,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/nHYQzy/aresgame-agv-750-w-80-bronze-certified-semi-modular-atx-power-supply-agv750
Super Flower LEADEX VII XG,$159.99 ,Super Flower,ATX,2,4,0,1,12,150,0,0,0,4,1000,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/gjDQzy/super-flower-leadex-vii-xg-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14xgwh
