name,price,manufacturer,size,eps8PinCount,pcie6Plus2PinCount,pcie12PinCount,pcie16Pin12VHPWRCount,sataCount,lengthMm,atx4PinCount,pcie6PinCount,pcie8PinCount,ampMolex4PinCount,outputWattage,efficiencyRating,modularity,color,isFanless,URL
Cooler Master Hyper White,N/A,Cooler Master,ATX,1,2,0,0,5,140,0,0,0,3,600,80+,No,Black,FALSE,https://pcpartpicker.com/product/wT8bt6/cooler-master-hyper-white-600-w-80-certified-atx-power-supply-mpe-6001-acaan-hus
Rosewill Tachyon,N/A,Rosewill,ATX,2,4,0,0,10,180,0,0,0,6,1000,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/r6JwrH/rosewill-tachyon-1000-w-80-platinum-certified-semi-modular-atx-power-supply-tachyon-1000
Rosewill G550,N/A,Rosewill,ATX,1,2,0,0,4,160,0,0,0,4,550,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/Xgwqqs/rosewill-capstone-550-w-80-gold-certified-semi-modular-atx-power-supply-capstone-g550
G.Skill PS850P,N/A,G.Skill,ATX,2,6,0,0,12,180,0,0,0,8,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/GHtQzy/gskill-ripjaws-platinum-850w-80-platinum-certified-fully-modular-atx-power-supply-gp-pl850a-cwv1
G.Skill PS1250P,N/A,G.Skill,ATX,2,8,0,0,14,200,0,0,0,8,1250,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/M6ZFf7/gskill-ripjaws-platinum-1250w-80-platinum-certified-fully-modular-atx-power-supply-gp-pl1250a-cwv1
FSP Group AURUM 92+,N/A,FSP Group,ATX,1,2,0,0,9,160,0,0,0,4,650,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/fdZQzy/fsp-group-power-supply-pt650m
OCZ Fatal1ty,N/A,OCZ,ATX,2,4,0,0,6,180,0,0,0,6,750,80+ Bronze,Full,N/A,FALSE,https://pcpartpicker.com/product/FB2kcf/ocz-power-supply-oczfty750w
LEPA MaxBron,N/A,LEPA,ATX,1,4,0,0,9,165,0,0,0,4,700,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/j3h9TW/lepa-power-supply-b700mb
Thermaltake Toughpower,N/A,Thermaltake,ATX,2,8,0,0,12,180,0,0,0,8,1200,80+ Silver,Semi,N/A,FALSE,https://pcpartpicker.com/product/n2yFf7/thermaltake-toughpower-1200-w-80-silver-certified-semi-modular-atx-power-supply-tp-1200m
FSP Group Hydro PTM,N/A,FSP Group,ATX,1,4,0,0,8,170,0,0,0,3,550,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/xpbCmG/fsp-group-hydro-ptm-550-w-80-platinum-certified-fully-modular-atx-power-supply-hpt550m
Apevia Prestige,N/A,Apevia,ATX,1,2,0,0,7,160,0,0,0,4,1000,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/RXCFf7/apevia-prestige-1000-w-80-gold-certified-atx-power-supply-atx-pr1000w
Cooler Master VSM,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,3,550,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/yCsKHx/cooler-master-power-supply-rs550amaag1s1
FSP Group Hydro PTM X PRO,N/A,FSP Group,ATX,2,6,0,0,12,130,0,0,0,3,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/8tKscf/fsp-group-hydro-ptm-x-pro-850-w-80-platinum-certified-fully-modular-atx-power-supply-hpt3-850m
SeaSonic G,N/A,SeaSonic,ATX,1,2,0,0,6,160,0,0,0,5,450,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/xVkD4D/seasonic-power-supply-ssr450rm
SeaSonic SS-500ET Bronze,N/A,SeaSonic,ATX,1,0,0,0,0,140,1,0,0,0,500,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/R6M323/seasonic-power-supply-ss500etbronze
Cooler Master New GX,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,3,450,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/QbPfrH/cooler-master-power-supply-rs450acaae3us
Logisys PS480E12,N/A,Logisys,ATX,0,0,0,0,2,N/A,1,0,0,3,480,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/b9DwrH/logisys-power-supply-ps480e12
Rosewill ARC M450,N/A,Rosewill,ATX,1,1,0,0,4,165,0,0,0,3,450,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/pXCwrH/rosewill-power-supply-arcm450
Thermaltake Toughpower DPS G,N/A,Thermaltake,ATX,1,6,0,0,12,180,1,0,0,8,1050,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/cJvRsY/thermaltake-toughpower-dps-g-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-1050dpcgus-1
Topower TOP-1000WG,N/A,Topower,ATX,1,6,0,0,12,176,0,0,0,4,1000,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/WpPfrH/topower-top-1000wg-1000-w-80-gold-certified-atx-power-supply-top-1000wg
Silverstone Strider,N/A,Silverstone,ATX,2,8,0,0,16,180,0,0,0,6,1500,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/NH98TW/silverstone-power-supply-st1500gs
Nfortec Sagitta RGB,N/A,Nfortec,ATX,2,4,0,0,10,170,0,0,0,3,1050,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/dG7G3C/nfortec-sagitta-rgb-1050-w-80-gold-certified-fully-modular-atx-power-supply-nf-psu-sagitta-1050wm
Thermaltake Toughpower Grand,N/A,Thermaltake,ATX,2,8,0,0,12,180,0,0,0,11,1200,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/TgX2FT/thermaltake-power-supply-pstpg1200fpcgus1
BitFenix Fury,N/A,BitFenix,ATX,1,4,0,0,8,160,0,0,0,4,550,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/mVrG3C/bitfenix-power-supply-bfpfur550gksxkrp
Xilence XP430R8,N/A,Xilence,ATX,1,1,0,0,5,140,0,0,0,3,430,80+ Bronze,No,Black / Red,FALSE,https://pcpartpicker.com/product/wsvbt6/xilence-xp430r8-430-w-80-bronze-certified-atx-power-supply-xn060
Athena Power AP-P4ATX80FEP8,N/A,Athena Power,ATX,2,2,0,0,8,156,1,2,0,2,800,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/Rg2kcf/athena-power-power-supply-app4atx80fep8
Xilence XP750MR9,N/A,Xilence,ATX,1,4,0,0,8,150,0,0,0,4,750,80+ Gold,Semi,Black / Red,FALSE,https://pcpartpicker.com/product/Prw7YJ/xilence-xp750mr9-750-w-80-gold-certified-semi-modular-atx-power-supply-xn073
Fractal Design Integra R2,N/A,Fractal Design,ATX,1,4,0,0,6,139,0,0,0,2,750,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/pnxfrH/fractal-design-power-supply-fdpsuin2b750w
Inter-Tech Coba Nitrox Nobility,N/A,Inter-Tech,ATX,2,2,0,0,6,160,0,0,0,3,700,80+ Silver,Semi,Black / Orange,FALSE,https://pcpartpicker.com/product/mFP8TW/inter-tech-coba-nitrox-nobility-700-w-80-silver-certified-semi-modular-atx-power-supply-88882050
Linkworld LPK2-30-P4,N/A,Linkworld,ATX,0,0,0,0,0,150,0,0,0,0,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/vzV48d/linkworld-power-supply-lpk230p4
Cyonic AU-450X,N/A,Cyonic,ATX,1,2,0,0,6,140,0,0,0,4,450,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/qXvZxr/cyonic-power-supply-au450x
Enermax REVOLUTION DUO,N/A,Enermax,ATX,1,4,0,0,8,140,0,0,0,4,700,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/GsYRsY/enermax-revolution-duo-700-w-80-gold-certified-atx-power-supply-erd700awl-f
Sentey ERP-400-SS,N/A,Sentey,ATX,1,0,0,0,4,165,0,1,0,4,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/ns3RsY/sentey-power-supply-erp400ss
Azza PSAZ-700A14,N/A,Azza,ATX,1,2,0,0,6,N/A,0,2,0,5,700,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/WGCwrH/azza-power-supply-psaz700a14
Cougar COUGAR-SX700,N/A,Cougar,ATX,2,2,0,0,8,180,1,2,0,6,700,80+ Silver,No,N/A,FALSE,https://pcpartpicker.com/product/6MkD4D/cougar-power-supply-cougarsx700
Thortech Thunderbolt,N/A,Thortech,ATX,2,8,0,0,12,N/A,0,0,0,6,1000,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/H96BD3/thortech-thunderbolt-1000-w-80-gold-certified-fully-modular-atx-power-supply-ttbk00g
Thortech Thunderbolt,N/A,Thortech,ATX,2,4,0,0,12,N/A,0,0,0,6,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/ttGkcf/thortech-thunderbolt-650-w-80-gold-certified-fully-modular-atx-power-supply-ttb650g
Azza PSAZ-850B14,N/A,Azza,ATX,1,2,0,0,6,N/A,1,2,0,8,850,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/M8Np99/azza-power-supply-psaz850b14
Apevia Astro,N/A,Apevia,ATX,0,0,0,0,3,140,1,0,0,3,450,N/A,No,Black,FALSE,https://pcpartpicker.com/product/DwRzK8/apevia-astro-450-w-atx-power-supply-atx-as450w
Apevia Astro,N/A,Apevia,ATX,0,0,0,0,3,140,1,0,0,3,500,N/A,No,Black,FALSE,https://pcpartpicker.com/product/CwRzK8/apevia-astro-500-w-atx-power-supply-atx-as500w
Kingwin STR-500,N/A,Kingwin,ATX,1,2,0,0,6,170,0,2,0,5,500,80+ Platinum,Semi,N/A,TRUE,https://pcpartpicker.com/product/Jfbp99/kingwin-power-supply-str500
Cooler Master New GX,N/A,Cooler Master,ATX,1,0,0,0,5,139,0,1,0,3,450,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/vfbp99/cooler-master-power-supply-rs450acaad3us
LEPA B550-MB,N/A,LEPA,ATX,1,2,0,0,5,160,0,0,0,4,550,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/cLtCmG/lepa-power-supply-b550mb
Super Flower Leadex Gold,N/A,Super Flower,ATX,2,8,0,0,10,200,0,0,0,5,1000,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/ZWMFf7/super-flower-leadex-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14mg
Super Flower Leadex Gold,N/A,Super Flower,ATX,2,4,0,0,10,200,0,0,0,5,750,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/fVtCmG/super-flower-leadex-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-sf-750f14mg
Rosewill CS-850M,N/A,Rosewill,ATX,2,6,0,1,9,160,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/2ckH99/rosewill-cs-850m-850-w-80-gold-certified-fully-modular-atx-power-supply-cs-850m
SeaSonic SS-300ET Bronze,N/A,SeaSonic,ATX,0,0,0,0,0,139,1,0,0,0,300,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/NwQypg/seasonic-power-supply-ss300etbronze
Enermax MaxTytan,N/A,Enermax,ATX,2,6,0,0,12,180,0,0,0,4,800,80+ Titanium,Full,N/A,FALSE,https://pcpartpicker.com/product/TRYLrH/enermax-maxtytan-800w-80-titanium-certified-fully-modular-atx-power-supply-emt800ewt
Thermaltake Toughpower DPS G,N/A,Thermaltake,ATX,1,4,0,0,8,180,1,0,0,8,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/R6vRsY/thermaltake-toughpower-dps-g-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0650dpcgus-g
VisionTek 900488,$71.18 ,VisionTek,ATX,1,0,0,0,4,N/A,0,2,0,6,550,N/A,Full,N/A,FALSE,https://pcpartpicker.com/product/hsdqqs/visiontek-900488-550-w-fully-modular-atx-power-supply-900488
KOLINK Continuum V2,N/A,KOLINK,ATX,2,6,0,0,8,180,0,0,0,8,1050,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/NsNYcf/kolink-continuum-v2-1050-w-80-platinum-certified-fully-modular-atx-power-supply-kl-c1050pl-b
RAIJINTEK AMPERE,N/A,RAIJINTEK,ATX,2,4,0,1,8,140,0,0,0,6,1000,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/L2Hqqs/raijintek-ampere-1000-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00024
Super Flower LEADEX Special Edition,N/A,Super Flower,ATX,2,6,0,0,10,180,0,2,0,5,1000,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/8KzFf7/super-flower-leadex-special-edition-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14mp-v10
Rosewill VALENS-500,N/A,Rosewill,ATX,1,2,0,0,5,160,0,0,0,4,500,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/DkL7YJ/rosewill-power-supply-valens500
Cooler Master Silent Pro Gold,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,3,550,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/syJwrH/cooler-master-power-supply-rs55080ga
Deepcool DQ550ST,N/A,Deepcool,ATX,1,2,0,0,5,140,0,0,0,3,550,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/Mp2rxr/deepcool-power-supply-dq550st
GALAX PGO1AGPFNAFB0,N/A,GALAX,ATX,2,3,0,1,8,160,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/7DYRsY/galax-pgo1agpfnafb0-1000-w-80-gold-certified-fully-modular-atx-power-supply-pgo1agpfnafb0
Ultra X4,N/A,Ultra,ATX,1,0,0,0,11,N/A,0,3,3,9,1050,80+ Silver,Full,N/A,FALSE,https://pcpartpicker.com/product/ft648d/ultra-x4-1050-w-80-silver-certified-fully-modular-atx-power-supply-u12-41564
Enermax REVOLUTION X't,N/A,Enermax,ATX,1,2,0,0,8,160,0,0,0,4,530,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/n7fp99/enermax-revolution-xt-530-w-80-gold-certified-semi-modular-atx-power-supply-erx530awt
Kingwin Lazer Platinum,N/A,Kingwin,ATX,2,5,0,0,12,169,0,0,0,3,1000,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/VvJwrH/kingwin-power-supply-lzp1000
Rosewill SMG1200,N/A,Rosewill,ATX,2,8,0,0,16,180,0,0,0,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/T2ddnQ/rosewill-smg1200-1200-w-80-gold-certified-fully-modular-atx-power-supply-smg1200
Cougar POWERX,N/A,Cougar,ATX,2,2,0,0,8,139,0,2,0,3,700,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/kXTmP6/cougar-power-supply-px700v2
SeaSonic SSP-300TBS,N/A,SeaSonic,TFX,0,0,0,0,3,140,1,0,0,1,300,80+ Bronze,No,Silver,FALSE,https://pcpartpicker.com/product/BL7v6h/seasonic-300-w-80-bronze-certified-tfx-power-supply-ssp-300tbs
SeaSonic PRIME Ultra Platinum 650,N/A,SeaSonic,ATX,1,4,0,0,6,140,0,0,0,3,650,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/7fndnQ/seasonic-prime-ultra-platinum-650w-80-platinum-certified-fully-modular-atx-power-supply-ssr-650pd2
Apevia ATX-VN500W,N/A,Apevia,ATX,0,0,0,0,3,140,1,0,0,3,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/Z2GnTW/apevia-500-w-atx-power-supply-atx-vn500w
Kuroutoshikou KRPW-BR550W/85+,N/A,Kuroutoshikou,ATX,2,2,0,0,6,140,0,0,0,2,550,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/7KKscf/kuroutoshikou-krpw-br550w85-550-w-80-bronze-certified-atx-power-supply-krpw-br550w85
FirePower ZX,N/A,FirePower,ATX,2,4,0,0,12,175,0,0,0,9,850,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/yNGj4D/firepower-power-supply-oczzx850w
SeaSonic SS-750HT Silver,N/A,SeaSonic,ATX,2,2,0,0,9,160,0,2,0,6,750,80+ Silver,No,N/A,FALSE,https://pcpartpicker.com/product/ydQypg/seasonic-power-supply-ss750htsilver
HEC HP485D,N/A,HEC,ATX,0,0,0,0,3,165,1,1,0,4,485,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/rfBv6h/compucase-power-supply-hp485d
HEC XPOWER780,N/A,HEC,ATX,0,1,0,0,4,165,1,1,0,6,600,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/T9zv6h/compucase-power-supply-xpower780
Thermaltake Toughpower Grand,N/A,Thermaltake,ATX,2,6,0,0,12,180,0,0,0,8,850,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/mMp323/thermaltake-power-supply-pstpg0850fpcpusp
Enermax Revolution D.F. X,N/A,Enermax,ATX,2,7,0,2,12,170,0,0,0,6,1350,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CNwmP6/enermax-revolution-df-x-1350-w-80-gold-certified-fully-modular-atx-power-supply-ert1350ewt
Thortech Thunderbolt PLUS,N/A,Thortech,ATX,2,4,0,0,12,159,0,0,0,6,1000,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/Ypckcf/thortech-thunderbolt-plus-1000-w-80-gold-certified-fully-modular-atx-power-supply-ttbpk00g
NZXT HALE90 V2 850W,N/A,NZXT,ATX,1,6,0,0,12,190,0,0,0,10,850,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/fzJwrH/nzxt-hale90-v2-850w-850-w-80-gold-certified-fully-modular-atx-power-supply-np-1gm-0850a
Zalman ZM460B-APS,N/A,Zalman,ATX,1,0,0,0,4,139,0,2,0,4,460,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/2wQypg/zalman-zm460b-aps-460-w-atx-power-supply-zm460b-aps
Chieftec Polaris,N/A,Chieftec,ATX,2,6,0,0,12,160,0,0,0,4,1050,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/TXzXsY/chieftec-polaris-1050-w-80-gold-certified-fully-modular-atx-power-supply-pps-1050fc
Enermax TRIATHLOR,N/A,Enermax,ATX,1,3,0,0,6,139,0,0,0,5,550,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/8VxfrH/enermax-power-supply-eta550awtm
Enermax TRIATHLOR,N/A,Enermax,ATX,1,4,0,0,9,139,0,0,0,5,650,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/xzJwrH/enermax-power-supply-eta650awtm
Zalman 1250 Platinum,N/A,Zalman,ATX,2,8,0,0,12,199,0,0,0,9,1250,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/8GphP6/zalman-1250-platinum-1250-w-80-platinum-certified-semi-modular-atx-power-supply-1250-platinum
Thermaltake EVO_Blue,N/A,Thermaltake,ATX,1,4,0,0,9,160,0,0,0,6,750,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/z4H323/thermaltake-evo_blue-750-w-80-gold-certified-semi-modular-atx-power-supply-evo-750mpcgus-a
Thermaltake EVO_Blue,N/A,Thermaltake,ATX,1,4,0,0,9,160,0,0,0,6,850,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/2Pw323/thermaltake-evo_blue-850-w-80-gold-certified-semi-modular-atx-power-supply-evo-850mpcgus
SeaSonic M12II,N/A,SeaSonic,ATX,0,0,0,0,4,139,1,1,0,6,380,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/YKmLrH/seasonic-power-supply-s12ii380b
LEPA B850-MA,N/A,LEPA,ATX,2,6,0,0,10,159,0,0,0,4,850,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/Qp7wrH/lepa-power-supply-b850ma
LEPA G1000-MA,N/A,LEPA,ATX,2,6,0,0,12,175,0,0,0,8,1000,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/VMzv6h/lepa-power-supply-g1000ma
SeaSonic SS-300SFD,N/A,SeaSonic,SFX,0,0,0,0,0,100,1,0,0,0,300,80+,No,Silver,FALSE,https://pcpartpicker.com/product/LgW9TW/seasonic-ss-300sfd-300-w-80-certified-sfx-power-supply-ss-300sfd
Cooler Master Elite,N/A,Cooler Master,ATX,1,0,0,0,4,140,0,1,0,3,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/vp7wrH/cooler-master-power-supply-rs400psarj3us
"FSP Group Hydro PTM X PRO,Gen5",N/A,FSP Group,ATX,2,4,0,1,12,130,0,0,0,3,1000,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/qbRwrH/fsp-group-hydro-ptm-x-progen5-1000-w-80-platinum-certified-fully-modular-atx-power-supply-hpt3-1000mgen5-white-edition
Zalman ACRUX,N/A,Zalman,ATX,2,6,0,0,12,180,0,0,0,8,850,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/9XmmP6/zalman-acrux-850-w-80-platinum-certified-fully-modular-atx-power-supply-zm850-arx
NZXT HALE82N 550W,N/A,NZXT,ATX,1,2,0,0,8,140,0,0,0,5,550,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/3Kzv6h/nzxt-hale82n-550w-550-w-80-bronze-certified-atx-power-supply-np-1bn-0550a
NZXT HALE82N 650W,N/A,NZXT,ATX,1,4,0,0,8,140,0,0,0,5,650,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/RL8Zxr/nzxt-hale82n-650w-650-w-80-bronze-certified-atx-power-supply-np-1bn-0650a
Vetroo G5,N/A,Vetroo,ATX,2,6,0,1,8,140,0,0,0,6,850,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/mXnXsY/vetroo-g5-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-vt-850w-g5wt
Antec Basiq,N/A,Antec,ATX,0,0,0,0,3,140,1,1,0,4,430,80+,No,N/A,FALSE,https://pcpartpicker.com/product/Vyzv6h/antec-power-supply-bp430
Antec Earthwatts,N/A,Antec,ATX,2,2,0,0,9,180,0,2,0,9,750,80+,No,N/A,FALSE,https://pcpartpicker.com/product/zR3RsY/antec-power-supply-ea750
Antec High Current Pro,N/A,Antec,ATX,2,8,0,0,12,180,0,0,0,9,1200,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/BJ9KHx/antec-power-supply-hcp1200
Antec True Power,N/A,Antec,ATX,2,4,0,0,11,200,0,4,0,9,1200,80+ Silver,Semi,N/A,FALSE,https://pcpartpicker.com/product/MgW9TW/antec-power-supply-tpq1200
Antec True Power,N/A,Antec,ATX,2,4,0,0,11,200,0,4,0,9,1200,80+ Silver,Full,N/A,FALSE,https://pcpartpicker.com/product/wZyFf7/antec-power-supply-tpq1200oc
Apevia ATX-AS520W-BK,N/A,Apevia,ATX,0,2,0,0,4,170,1,2,0,6,520,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/dcK7YJ/apevia-power-supply-atxas520wbk
Apevia ATX-CB600W,N/A,Apevia,ATX,0,0,0,0,2,135,1,1,0,6,600,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/vcK7YJ/apevia-600-w-atx-power-supply-atx-cb600w
Apevia ATX-TL450W-BK,N/A,Apevia,ATX,0,0,0,0,2,135,1,0,0,3,450,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/gHg323/apevia-450-w-atx-power-supply-atx-tl450w-bk
Apevia ATX-WA900W,N/A,Apevia,ATX,1,0,0,0,6,155,0,2,2,8,900,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/KR3RsY/apevia-power-supply-atxwa900w
Apex AL-A350ATX,N/A,Apex,ATX,0,0,0,0,2,140,1,0,0,3,350,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/3ktCmG/apex-power-supply-ala350atx
Apex AL-A400ATX,N/A,Apex,ATX,0,0,0,0,2,140,1,0,0,3,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/Rbg323/apex-power-supply-ala400atx
HEC HEC200SA2FX,N/A,HEC,Mini ITX,0,0,0,0,1,N/A,1,0,0,0,200,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/mHg323/compucase-power-supply-hec200sa2fx
HEC HP585D RETAIL,N/A,HEC,ATX,1,0,0,0,3,N/A,0,1,0,3,585,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/j7jG3C/compucase-power-supply-hp585dretail
CoolMax CA-400,N/A,CoolMax,ATX,0,0,0,0,1,N/A,1,0,0,4,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/gmckcf/coolmax-power-supply-ca400
VisionTek 900349,N/A,VisionTek,ATX,2,2,0,0,8,N/A,0,2,0,4,800,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/pdyFf7/visiontek-900349-800-w-80-bronze-certified-atx-power-supply-900349
CoolMax CX-400B,N/A,CoolMax,ATX,0,0,0,0,2,142,1,0,0,6,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/b6zv6h/coolmax-power-supply-cx400b
CoolMax NW-650B,N/A,CoolMax,ATX,1,0,0,0,4,142,0,2,0,4,650,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/6Vzv6h/coolmax-power-supply-nw650b
Enermax EMG700AWT,N/A,Enermax,ATX,2,4,0,0,8,160,0,0,0,8,700,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/vFkD4D/enermax-power-supply-emg700awt
Enermax EPG600AWT,N/A,Enermax,ATX,1,4,0,0,7,160,0,0,0,6,600,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/HjxfrH/enermax-power-supply-epg600awt
Enermax ETK500AWT,N/A,Enermax,ATX,1,0,0,0,4,N/A,0,1,0,4,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/qJ9KHx/enermax-power-supply-etk500awt
EVGA Classified SR-2,N/A,EVGA,ATX,2,12,0,0,9,200,0,3,0,6,1200,80+ Silver,Full,N/A,FALSE,https://pcpartpicker.com/product/KLTmP6/evga-classified-sr-2-1200-w-80-silver-certified-fully-modular-atx-power-supply-100-ps-1200-gr
Sparkle R-SPI650ACAG,N/A,Sparkle,ATX,1,2,0,0,7,139,0,0,0,4,650,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/BhQypg/sparkle-power-supply-rspi650acag
OCZ StealthXstream II,N/A,OCZ,ATX,0,0,0,0,3,139,1,1,0,4,500,80+,No,N/A,FALSE,https://pcpartpicker.com/product/9YGkcf/ocz-power-supply-ocz500sxs2
OCZ StealthXstream II,N/A,OCZ,ATX,1,1,0,0,8,139,0,1,0,6,700,80+,No,N/A,FALSE,https://pcpartpicker.com/product/xdQypg/ocz-power-supply-ocz700sxs2
Raidmax RX-380K,N/A,Raidmax,ATX,0,0,0,0,3,175,1,0,0,2,380,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/j9zv6h/raidmax-power-supply-rx380k
OCZ Z Series Gold,N/A,OCZ,ATX,2,4,0,0,9,160,0,0,0,3,850,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/bzckcf/ocz-power-supply-oczz850m
FSP Group FSP300-60GHS(85),N/A,FSP Group,SFX,0,0,0,0,2,100,1,0,0,2,300,80+ Bronze,No,Silver,FALSE,https://pcpartpicker.com/product/H8V48d/fsp-group-fsp300-60ghs85-300-w-80-bronze-certified-sfx-power-supply-fsp300-60ghs85
